Frequency [Hz],A2,AY1,AY2,AY3,AY5,AY6,AY7,R1,R2,AZ2,AZ4,AZ5,AZ6,AZ7,E11,E12,E13,A4,A5,A6,A7,A8,A9,A10
5.625,1.4476221167566892,0.7012686950244305,0.4546053288450015,0.14828896864654556,0.7115856370659699,0.8070848750345659,1.2269570779712313,1.2137624913913325,1.1962532197890101,1.2245117348067696,1.201052853674386,1.201801741536476,1.2075549262004701,1.2218110160643523,1.3468226113739867,0.5081250492848465,0.9993925617224045,1.261746482519607,0.9588230755475373,0.503971481973954,0.39118388971245194,0.8411658740953125,1.004622611890853,0.8980805932791425
5.75,1.5720323076430343,1.3666448619956877,1.0310361804469874,0.5928182885466882,0.6722706397657775,0.9201034136255294,1.274110780355145,1.2543325074649552,1.2458557016862584,1.2609711347113877,1.242270516699228,1.2382833403259634,1.2379220425909696,1.2242079385111284,1.4594287804917991,0.4215957080660014,1.016051118936442,1.3522498446301978,1.027385492206783,0.4731763774808956,0.20844849998789153,0.793444811309005,1.0139809917248939,1.5567718616433448
5.875,1.6069801069981229,0.6810847983475257,0.47570353543807814,0.1761458477413334,0.7297741298997276,0.8363111108594293,1.2534950710054464,1.2454676411006265,1.2415227064114793,1.2353821295941168,1.22225843185306,1.2281044001646968,1.2154384234275115,1.219662117635587,1.6916365567584983,0.7092628105111706,1.0273468194050686,1.3789592985706673,1.1031193079551393,0.575256557852136,0.24883839729724186,0.8452961987888552,1.0266977563074,0.8716876517398182
6.0,1.3377479740782259,1.1549875405908074,0.8373096174433058,0.4300883326743636,0.7099282264214284,0.9104358826135941,1.2545118914582343,1.2449544920590265,1.2344724973796328,1.2513375456482665,1.2318341561089496,1.2307582610045185,1.228415267063312,1.2260409712025266,1.1566517617502803,0.1963817692673677,1.0116113056331077,1.1367606033611548,0.8225743407725998,0.3176643221204208,0.3226033624653155,0.8293609231086906,1.0133607659520003,1.3278625712364558
6.125,1.4851949830406042,0.9493304349671225,0.6981009365496751,0.288845861452427,0.7229367136488337,0.8720679277263921,1.2317529881667104,1.2774037308032247,1.2432503168176494,1.2074107499326623,1.2375064285174733,1.2194617781512982,1.1982044479088962,1.2346003335866318,1.677070172459454,0.7177569347724668,1.002463375871597,1.2784447624273072,0.9799268137094209,0.49995351486956563,0.2710830173995072,0.8345490995167951,1.020607691198426,1.4104584625723562
6.25,1.2547386596703558,0.8889477938112045,0.631778739759906,0.29415763068046363,0.7397517381975196,0.9022380979114294,1.2579010356091662,1.2533172487044477,1.2590152702412691,1.2536726128775115,1.231014834738558,1.2311398325022525,1.2241443990174818,1.2138341014158536,0.8909455809745961,0.13590143813651243,1.0113923006274903,1.0804176206665095,0.765020834967616,0.28803015150878564,0.3777170288524849,0.847934321099781,1.0151116370062687,1.014103498815758
6.375,1.5869431441391793,0.9416147124037717,0.7634281938692281,0.6113004603578499,0.8182780587990646,0.8274355760396892,1.2405612450828396,1.2426285327407682,1.2496608903052955,1.2130537722686328,1.2114652812423898,1.2185837487328415,1.1832724788102773,1.1913674506547525,2.547698479391151,1.2832975022665805,1.0075843944916123,1.2889587276301027,1.0474129990075063,0.5021115732306505,0.1371332840579939,0.7805959581952834,1.0056279661733663,1.3264855765337376
6.5,1.4023596960939264,0.6752405779139987,0.40339915459222336,0.11806148702868008,0.7676451169553157,0.9031941984831774,1.265858551075988,1.2514256704939368,1.2544757405715223,1.2594913223837825,1.238583066047643,1.2396375599396643,1.2284457867695524,1.2212195880431067,1.816100219648614,0.6305590408970696,1.0113828575199177,1.150519831349313,0.8517586064080542,0.29626292497638607,0.3156684738378019,0.8405685771379903,1.0096065364115145,0.5616862547694565
6.625,1.689989435403052,0.8634483377981389,0.6201048652539848,0.2254102918474326,0.6364749758397938,0.7801426142178599,1.2668848485523603,1.2547405271585559,1.2587525302293054,1.2547147266930418,1.1942152948374665,1.199909130942458,1.1871764510526877,1.2396053029931302,3.1606232755207064,1.6242555600775337,0.9756255468130288,1.3673821116267635,1.098734461107268,0.5167341539205731,0.11105822685602834,0.7847775707062727,1.0014468401408576,1.1503365313023692
6.75,1.2618243921500083,0.6597420111301308,0.4014952194636015,0.06542293729007077,0.7804910317626976,0.8956851601458565,1.2715262470755722,1.2674018929725173,1.257920224056167,1.2614568716746888,1.2493579810454325,1.2452004246780752,1.235574105869253,1.224322145637262,1.5246119710064425,0.7683670826003985,1.0109301069063672,1.0532130354070335,0.7423969767276435,0.24996375002095572,0.4306523727682145,0.8619156300375539,1.0114072387894129,0.7329695591510623
6.875,1.3223405555575918,0.1691373249701335,0.18883729621436177,0.3344709420627325,0.8013161454529223,0.7607017010449751,1.3419553980936854,1.2969951691144495,1.3373967494343364,1.2904588288222418,1.2599245764890967,1.2335374778640502,1.2361179239474305,1.2392349317442388,3.0865990971701707,1.9141039283941566,0.9930712883284656,1.1597955620390752,0.8335644479966794,0.3887467042957193,0.269957611985012,0.8288766816008486,1.0011241432290041,0.8511614432061461
7.0,1.030043027414436,0.6809582160431292,0.4222821042117183,0.1267636030183958,0.7600405805200815,0.8878807490564702,1.232501553678471,1.2478984944932985,1.2333308267495233,1.2425807000996596,1.230134728857547,1.2272470814332848,1.2140858797926084,1.2143350663793715,2.8023083034354084,1.6406697321337038,1.010485081255308,0.7569640363053832,0.5144015355255979,0.04503119329739389,0.4793657567158417,0.8874622346268398,1.013241053063498,0.7199265806041653
7.125,1.5434273407283685,0.516026740161661,0.13534323912628987,0.24103840802204732,0.8472398769135068,0.9190892343823392,1.363290234772899,1.3072612490104207,1.3338123205321564,1.3281429379692622,1.2601366150610642,1.267411793186098,1.2306580595423902,1.2274157992289907,3.5754466263160225,1.9241760876782772,0.9905136052851482,1.2102338352126638,1.0112985038775086,0.484292474625639,0.22456217379730728,0.7959388256197234,1.0071722915800896,1.1167429895388226
7.25,1.0175908555811144,0.8347760976014498,0.5306094851377927,0.19282433974511945,0.7832481788484418,0.9267439801322307,1.3170370944589316,1.2905484712426287,1.301989140418839,1.3009219404480268,1.2818075273977423,1.2821990243734371,1.2710403555002237,1.218921623201745,1.1252802402850963,0.33790376059687277,1.0105438313272308,0.8183565237727644,0.5419371327526501,0.10109464266122513,0.4769300849523868,0.8986457059006061,1.0127450159263798,0.9039233677334116
7.375,1.426953888295768,0.642778083955299,0.43047094881958925,0.20746426262798637,0.6458181765148706,0.7896865013524641,1.281796911240993,1.3307315868155882,1.2923689247290493,1.2792951134222117,1.2671529867674287,1.2519897767915422,1.2433534099319852,1.2090748501118627,5.090768715421425,3.092291249109832,1.0094815401359476,1.1378445663054464,0.88224864401935,0.3905366130736766,0.20471746119703063,0.8275405353102304,1.0072909232177243,0.6284570164731482
7.5,0.966976256573552,0.8890072211132253,0.5602200369565243,0.1672460809744087,0.7656343836840878,0.9060148188190427,1.2777911737742873,1.264721752011583,1.2722452542635592,1.2774572909183797,1.2564749816428025,1.2518134510647325,1.2434012611392267,1.2082478335429139,2.1337619243127866,1.6528943887348762,1.0114895639974357,0.8653275544513142,0.47429928723907777,0.08754366834365719,0.5383142636614988,0.907229107913356,1.009618539566149,1.032260773119768
7.625,1.2171375081222315,0.9181770339327142,0.5686281666880851,0.24646318223920313,0.674892514218817,0.7770402201488508,1.2990993423069261,1.2854289279207862,1.310097613485527,1.2745520117139428,1.2660771032184814,1.2419448926273209,1.2205500349621896,1.2548252783511178,5.387857582699256,3.1371316163155014,1.0101799602469355,0.8766624306338875,0.7094364427798081,0.3154810840008256,0.3507655860507297,0.8800865692267638,0.9980084884481087,1.1678268811140116
7.75,1.0179318597146878,0.6243881348908625,0.3589033795383359,0.09914368329706816,0.8507126504303415,0.9033213439336012,1.300519448086641,1.2798282762164408,1.2909577228331743,1.292862609964533,1.2656742794750573,1.258639085007947,1.2442085083545062,1.2186232874488636,1.0771626118386755,0.9090604712864921,1.0123012578038064,0.8716342502406907,0.506866231906039,0.010755464835666795,0.5547374465146454,0.9234332270706223,1.0109364653057058,0.8832622951557463
