Time [s],Input force,A10,A1,A2,A3,A4,A5,A6,A7,A8,A9,AY1,AY2,AY3,AY4,AY5,AY6,AY7,AZ2,AZ3,AZ4,AZ5,AZ6,AZ7,R1,R2
0.2,-0.009945564,0.044618,-0.0037848,0.018723,-0.048571,-0.023492,0.014872,-0.02153,0.014492,-0.0058962,-0.0096954,0.00068333,-0.029103,0.021201,-0.009553,-0.0066691,0.014281,-0.017179,0.0083932,0.021211,0.033281,0.033546,0.049024,0.042742,-0.0023996,-0.0035908
0.22,-0.015332744,0.040951,-0.025505,0.010747,-0.038552,-0.0083268,-0.0031179,-0.019964,0.030261,-0.028905,0.0039271,-0.0021706,0.017346,-0.011939,0.0026645,-0.0011613,-0.0043149,0.011967,-0.0020062,-0.0064225,-0.0049427,-0.011021,-0.0027096,-0.0054368,-0.0036697,-0.0013933
0.24,-0.020570084,0.00020692,-0.046668,-0.029142,-0.013,-0.0043906,-0.026031,0.0043528,0.019456,-0.049237,-0.0077618,0.00080182,0.04282,-0.02501,0.0096806,0.0017737,-0.014677,0.036734,-0.011615,-0.020111,-0.026286,-0.032472,-0.040277,-0.033434,-0.0022752,0.0016328
0.26,-0.0226491,-0.019662,-0.059552,-0.06972,0.015209,-0.013188,-0.032252,0.012239,0.0076075,-0.06076,-0.030141,0.0022005,0.027355,-0.012992,0.001832,0.0019317,-0.0081961,0.030935,-0.0095082,-0.015764,-0.023825,-0.025851,-0.039066,-0.031516,-0.0019872,0.0021032
0.28,-0.019000288,-0.001927,-0.06179,-0.08002,0.014784,-0.017359,-0.027138,0.0022097,0.0055182,-0.063507,-0.023611,0.0031311,-0.0090625,0.013389,-0.0090086,-0.0069088,0.0085936,0.0050209,0.0027862,0.00013777,-0.0052912,-0.00060564,-0.0009597,-0.0056828,-0.00048618,0.0023764
0.3,-0.016865084,0.02986,-0.054606,-0.05759,-0.009914,-0.0041385,-0.0204,-0.011281,0.0086379,-0.056017,0.0058579,0.0011464,-0.02805,0.027778,-0.014174,-0.010848,0.022024,-0.020489,0.0092824,0.01213,0.011779,0.01845,0.024807,0.018312,0.00061035,0.0021328
0.32,-0.012669588,0.028912,-0.035909,-0.025119,-0.039918,0.0033965,-0.0053305,-0.017219,0.0031051,-0.036264,0.013382,-0.0029897,-0.017916,0.016265,-0.0092512,-0.0022033,0.016796,-0.018867,0.0036279,0.011347,0.012032,0.012965,0.011722,0.015056,0.0008955,0.0016349
0.34,-0.00957916,-0.0099131,-0.0078875,-0.010078,-0.052558,0.0029113,0.0090143,-0.014659,-0.010145,-0.0069593,0.00057101,-0.0017611,0.0077782,-0.005735,0.0048601,0.0095049,-0.0037909,0.006587,-0.0018358,0.0025441,0.0027112,-0.001466,-0.004043,-0.0015016,0.001771,0.0014573
0.36,-0.004866256,-0.049902,0.017673,-0.013873,-0.043584,-0.0076376,0.016625,-0.0062064,-0.031424,0.020057,-0.020475,0.0017168,0.023199,-0.022347,0.015676,0.015192,-0.018176,0.0193,0.00021486,-0.0023591,-0.0015464,-0.0036171,0.001171,-0.0028934,0.00075241,5.9334e-05
0.38,-0.007655836,-0.056001,0.026633,-0.009588,-0.036201,-0.022072,0.020729,0.0006153,-0.044819,0.029408,-0.029175,0.00061771,0.016347,-0.017394,0.017244,0.0077451,-0.012427,0.011337,0.0026593,0.0038876,0.0036669,0.0045423,0.01254,0.0075864,6.3416e-05,-0.0010901
0.4,-0.015262508,-0.032096,0.0080107,0.0099293,-0.030732,-0.02564,0.013752,-0.0017643,-0.036517,0.0092475,-0.017268,-0.0019782,-0.0070932,-9.0471e-05,0.0099523,4.8269e-05,0.0064251,-0.007927,-0.00086013,0.0067709,0.0051172,0.0077522,0.0028932,0.004303,-0.0024428,-0.0022032
0.42,-0.02228504,-0.0089864,-0.019504,0.015724,-0.020947,-0.026343,0.0001042,-0.0045445,-0.019542,-0.020298,-0.013564,-0.0046832,-0.02727,0.019003,-0.0039757,0.0022876,0.017404,-0.023573,-0.0043773,-0.002135,-0.0034625,-0.0063181,-0.014229,-0.010963,-0.0042058,-0.0020042
0.44,-0.02287152,0.0024745,-0.037519,-0.0053567,0.0056381,-0.025368,-0.017067,-0.0094963,0.00079055,-0.039534,-0.021743,-0.0015685,-0.025001,0.023316,-0.0097326,0.0087453,0.0088453,-0.015725,-0.003585,-0.014432,-0.017696,-0.02044,-0.020875,-0.023341,-0.00054289,0.0012656
0.46,-0.007658176,0.0060656,-0.043861,-0.030246,0.016567,-0.021302,-0.030311,-0.01534,0.0168,-0.046199,-0.030027,0.0067166,-0.0021467,0.0025983,0.0037175,0.0092327,-0.0058943,0.0035252,0.0004908,-0.008792,-0.013062,-0.013935,-0.0040334,-0.0078077,0.0015075,0.0034156
0.48,0.0035680412,0.0069814,-0.03026,-0.047575,0.010398,-0.0092055,-0.051718,-0.012436,0.016904,-0.031221,-0.019423,0.0083185,0.026025,-0.01741,0.019197,-0.0043002,-0.010794,0.014106,0.0055058,0.012072,0.012311,0.016113,0.020363,0.022381,0.001626,0.0031154
0.5,0.016509216,0.017144,-0.016203,-0.041776,0.0067242,-0.0013289,-0.063863,-0.010161,0.01233,-0.015571,0.00026485,-0.0004484,0.033804,-0.017683,0.019191,-0.011372,-0.0094396,0.014346,0.0065236,0.01816,0.024343,0.036176,0.022574,0.027729,0.0013873,0.0016171
0.52,-0.005716124,0.027975,-0.0085796,-0.016482,-0.011508,-0.003248,-0.041825,-0.024113,0.011806,-0.0067474,0.008541,-0.011138,0.012108,0.0045255,-0.0005744,-0.0069613,-0.0030636,0.0064746,0.0032584,0.0061253,0.00938,0.017717,0.0072006,0.0066462,-3.2839e-05,0.00049074
0.54,-0.014994436,0.0090957,-0.00030881,0.004414,-0.018599,-0.0067954,-0.012367,-0.030539,-0.00029423,0.0017059,0.0040444,-0.012158,-0.01777,0.03107,-0.021054,0.00035446,0.0085812,-0.005781,-0.0054864,-0.013843,-0.019363,-0.020562,-0.020455,-0.022928,-0.0010989,-0.00091967
0.56,-0.016828792,-0.0379,-0.00073501,0.019205,-0.019332,-0.01902,0.0092926,-0.016244,-0.031245,-0.00043787,-0.019627,-0.0023665,-0.025894,0.031001,-0.018606,0.0050208,0.015358,-0.0074513,-0.012946,-0.021516,-0.030687,-0.047962,-0.036919,-0.039026,-0.0022941,-0.0022089
0.58,-0.02369212,-0.072243,-0.0083521,0.016726,-0.023495,-0.024627,0.01753,-0.005622,-0.054938,-0.010768,-0.031502,0.0089572,-0.0093897,0.0051758,0.0011227,-0.0013643,0.0094455,0.0046643,-0.0056248,-0.0061624,-0.012417,-0.02346,-0.018929,-0.020598,-0.0026246,-0.0011025
0.6,-0.030426684,-0.072675,-0.012576,-0.0032466,-0.014527,-0.029104,0.014526,-0.005352,-0.065011,-0.015105,-0.032655,0.012881,0.014131,-0.020646,0.017959,-0.0073568,-0.0037386,0.013842,0.007043,0.013333,0.01635,0.029921,0.023344,0.020906,-0.0017348,-0.00093372
0.62,-0.038052084,-0.042203,-0.025684,-0.021798,-0.0064014,-0.028121,0.004018,-0.013705,-0.055736,-0.027214,-0.022183,0.0098919,0.024018,-0.028829,0.018151,-0.0026532,-0.014542,0.016438,0.010871,0.02021,0.029661,0.050193,0.044957,0.040421,0.00018774,0.000639
0.64,-0.035781084,-0.0098992,-0.04971,-0.032515,-0.0143,-0.005786,-0.013587,-0.028542,-0.025034,-0.050474,0.0064457,0.0013175,0.01339,-0.012957,0.0026673,0.010642,-0.011047,0.00561,0.0080519,0.014412,0.021985,0.0274,0.025663,0.022757,0.0033788,0.0059146
0.66,-0.020175588,-0.0011442,-0.067446,-0.048111,-0.018906,0.012485,-0.030855,-0.032076,-0.00038324,-0.066501,0.01768,-0.0079023,-0.0052383,0.0078885,-0.014054,0.016573,0.0090762,-0.014588,0.0010479,-0.0017955,-0.0027229,-0.01984,-0.015141,-0.014214,0.0018602,0.0058473
0.68,-0.023091596,-0.0050157,-0.075635,-0.067297,-0.01233,0.018882,-0.042359,-0.032454,0.010157,-0.073791,0.012362,-0.0096243,-0.020523,0.017329,-0.015738,0.0077988,0.021139,-0.020621,-0.0072391,-0.018129,-0.029447,-0.044071,-0.039881,-0.037593,-0.0030388,0.0010742
0.7,-0.019052964,-0.0098954,-0.06543,-0.083698,-0.011606,0.014512,-0.03988,-0.032324,0.0057242,-0.061843,0.0024773,-0.0086616,-0.017762,0.012645,-0.0090109,-0.0010101,0.012501,-0.0080061,-0.012058,-0.018448,-0.0308,-0.026315,-0.026196,-0.028227,-0.0058487,-0.0034336
0.72,-0.019216852,-0.015137,-0.039475,-0.085675,-0.010893,-0.0055467,-0.031169,-0.021834,-0.017494,-0.034835,-0.0097922,-0.0096661,-0.0037471,-0.0049148,0.0068865,-0.0071434,-0.0072155,0.013727,-0.0068012,-0.0042033,-0.0042998,0.0081454,0.0021905,-1.4068e-05,-0.0051689,-0.0047336
0.74,-0.007776412,-0.013999,-0.01073,-0.053728,-0.02881,-0.021647,-0.015849,-0.014903,-0.034376,-0.0071788,-0.013342,-0.0065447,0.0022988,-0.01767,0.022215,-0.011432,-0.016815,0.025497,0.0078525,0.016238,0.02317,0.031994,0.025529,0.024528,0.00041784,0.00074164
0.76,0.002932396,-0.021304,0.011515,-0.0012951,-0.060811,-0.02667,0.0021631,-0.014995,-0.037794,0.013561,-0.015777,-1.6638e-05,-0.0010275,-0.013327,0.014951,-0.0058809,-0.0098442,0.016603,0.01549,0.022453,0.023221,0.022414,0.021316,0.021119,0.0071853,0.0081976
0.78,0.017589696,-0.040601,0.019443,0.037707,-0.071487,-0.035597,0.0094826,-0.014388,-0.037648,0.01914,-0.030638,0.0062054,-0.0064239,-8.7002e-05,-0.0018994,0.0013591,0.0036619,-0.00010785,0.0060765,0.006272,0.0019135,-0.0040574,0.0012041,-0.0010221,0.0060942,0.0072989
0.8,0.027667536,-0.047751,0.030363,0.038953,-0.058931,-0.051519,0.0080782,-0.014953,-0.030462,0.027743,-0.052108,0.012295,-0.0080346,0.008418,-0.012444,0.0055719,0.01319,-0.013019,-0.0050445,-0.0065637,-0.0081663,-0.011889,-0.0077598,-0.010435,0.00078295,-7.0512e-06
0.82,0.02954872,-0.033616,0.045782,0.020461,-0.030383,-0.068597,-0.0022357,-0.012367,-0.0219,0.042339,-0.070668,0.012056,0.0018143,0.0053084,-0.012528,0.0099751,0.010511,-0.014258,-0.0068563,-0.0068159,-0.0049241,-0.0028218,-0.0059621,-0.0056831,-0.0022235,-0.0065825
0.84,0.03937722,-0.010986,0.058501,0.0132,-0.012512,-0.069074,-0.029441,-0.0049445,-0.014079,0.056055,-0.065712,0.0036742,0.020328,-0.0047734,-0.0067044,0.008395,-0.0012322,-0.0038953,-0.0029096,0.00097762,-0.00077536,0.0050481,0.00033323,0.00010089,-0.001845,-0.0069766
0.86,0.0542628,0.013391,0.065427,0.023431,-0.010547,-0.047463,-0.063251,-0.0041284,0.0031224,0.065201,-0.038813,-0.0043931,0.025106,-0.0086293,-0.0005231,0.0041762,-0.0076224,0.0025987,-0.00069472,0.0042313,-0.00049718,0.0072379,0.0044338,0.0022402,-3.6536e-05,-0.0036876
0.88,0.0575616,0.032473,0.065778,0.047539,-0.0036986,-0.040438,-0.073191,-0.01699,0.023715,0.065715,-0.040864,-0.0068289,0.0075871,0.0021237,0.002951,-0.0056433,-0.0036376,0.0029668,-0.00084233,-0.0022749,-0.0051512,-0.0044853,-0.0054367,-0.0044071,0.0020177,0.0017777
0.9,0.04901608,0.034587,0.054936,0.063965,0.011999,-0.043223,-0.062827,-0.034081,0.035321,0.052432,-0.054511,-0.0089651,-0.016198,0.015688,0.0017579,-0.013483,0.0020311,0.0024421,0.016006,0.0049273,-0.0011441,-0.0058366,-0.0087868,-0.0067976,0.016584,0.023813
0.92,0.04208252,0.011653,0.03395,0.058308,0.025003,-0.03879,-0.056207,-0.031049,0.015835,0.029603,-0.052692,-0.0046414,-0.032168,0.015409,0.0037956,-0.01293,0.0026083,0.0010152,0.038144,0.032646,0.026817,0.029483,0.02306,0.024436,0.0275,0.034778
0.94,0.031742456,-0.023839,0.026835,0.039582,0.037193,-0.03625,-0.052006,-0.014792,-0.031337,0.025205,-0.041515,0.0060679,-0.029001,0.0047733,0.012548,-0.013518,-0.0021063,0.00011037,0.024495,0.03795,0.046013,0.056016,0.054223,0.056517,0.010967,0.0038757
0.96,0.027501308,-0.042131,0.037555,0.031503,0.042749,-0.023289,-0.041184,-0.019053,-0.058822,0.04234,-0.017062,0.0057151,0.0024172,-0.013027,0.014916,-0.0050555,-0.0094666,-0.0017582,-0.020767,-0.0033357,0.017821,0.032343,0.034722,0.03023,-0.014997,-0.032629
0.98,0.039748308,-0.045017,0.051629,0.039814,0.028263,0.0016641,-0.016869,-0.04264,-0.051988,0.058123,0.0082251,-0.0016552,0.032487,-0.027769,0.006188,0.0087231,-0.014154,-0.00041104,-0.048955,-0.05021,-0.041454,-0.031217,-0.034003,-0.044575,-0.025327,-0.037006
1.0,0.0482458,-0.052817,0.061468,0.0522,0.013842,0.027862,0.0027387,-0.061832,-0.040371,0.063964,0.025683,-0.0064343,0.028638,-0.015278,-0.0090576,0.015878,-0.0050821,-0.00025745,-0.034934,-0.060048,-0.077527,-0.087052,-0.091749,-0.09511,-0.016215,-0.015678
1.02,0.06203336,-0.069793,0.080103,0.057068,0.0024198,0.050364,0.0063043,-0.059893,-0.04773,0.07694,0.038948,-0.001907,-0.0023107,0.011702,-0.025277,0.017036,0.010175,-0.0081997,0.00090254,-0.019331,-0.043848,-0.071539,-0.070368,-0.065989,0.0023598,0.0075543
1.04,0.0748434,-0.095594,0.11057,0.054643,0.0086179,0.049493,0.0025262,-0.046301,-0.080745,0.10622,0.041468,0.0087956,-0.029618,0.023819,-0.02058,0.0060757,0.013961,-0.013563,0.021753,0.024775,0.020975,-2.088e-05,0.012279,0.0091594,0.018652,0.016129
1.06,0.08566812,-0.10373,0.12959,0.059661,0.03561,0.027604,-0.0015308,-0.034916,-0.10901,0.12929,0.033901,0.016474,-0.02483,0.011706,-0.0011119,-0.013365,0.0063307,-0.011899,0.019975,0.0451,0.067687,0.083335,0.09112,0.079305,0.015317,0.0024268
1.08,0.0763172,-0.079746,0.1225,0.078954,0.051833,0.013805,-0.0032569,-0.03959,-0.099699,0.1236,0.033751,0.010496,0.0082391,-0.015526,0.015459,-0.024478,-0.0098231,0.0047143,0.013636,0.039112,0.066827,0.11172,0.098105,0.090109,0.0010881,-0.011719
1.1,0.07015508,-0.053782,0.093426,0.11824,0.062706,0.011736,-0.0031752,-0.050678,-0.063155,0.094471,0.033163,-0.0015496,0.037989,-0.032375,0.019583,-0.01357,-0.02629,0.029828,0.00040308,0.0046968,0.020761,0.039349,0.022332,0.023556,-0.0076855,-0.012717
1.12,0.04679424,-0.054428,0.063521,0.14508,0.076281,0.01444,-0.012753,-0.047151,-0.033289,0.064406,0.023625,-0.0012231,0.033547,-0.018363,0.0041248,0.005142,-0.022942,0.030844,-0.034956,-0.047693,-0.046671,-0.071984,-0.068555,-0.066627,-0.022312,-0.027953
1.14,0.04680948,-0.055089,0.034899,0.13266,0.10463,0.019148,-0.035109,-0.037288,-0.019923,0.033591,0.0097587,-0.00016502,0.0077888,0.015039,-0.018833,0.0072788,0.0013939,0.0059852,-0.060628,-0.092848,-0.10533,-0.14342,-0.12354,-0.12724,-0.024522,-0.03182
1.16,0.007401812,-0.029816,-0.0023259,0.089895,0.13841,0.01259,-0.053354,-0.030204,-0.0068781,-0.0049217,-0.0030952,-0.0013655,-0.016367,0.034255,-0.030753,-0.001585,0.021359,-0.019023,-0.026706,-0.06016,-0.079555,-0.089934,-0.086433,-0.092712,-0.00037267,0.0028594
1.18,-0.06023412,0.0040613,-0.044368,0.022304,0.15079,0.011313,-0.065229,-0.025964,0.00181,-0.045265,0.0064134,-0.0026274,-0.028253,0.028524,-0.017948,-0.013091,0.020515,-0.024453,0.036389,0.02553,0.020284,0.043614,0.021976,0.023666,0.016437,0.027303
1.2,-0.09213928,0.017534,-0.077414,-0.03189,0.1335,0.024795,-0.070083,-0.024963,-0.011075,-0.076855,0.02521,-0.0013313,-0.01433,0.005541,0.0073742,-0.018771,-0.003191,-0.0064271,0.056287,0.074601,0.094961,0.12015,0.10211,0.10863,0.014744,0.022971
1.22,-0.07059056,0.0038378,-0.090104,-0.054666,0.085025,0.052123,-0.051177,-0.032027,-0.02203,-0.090042,0.05051,0.0091808,0.018904,-0.024099,0.022622,-0.006934,-0.029927,0.015938,0.026354,0.059158,0.087538,0.10362,0.11174,0.10674,0.0079664,0.011261
1.24,-0.0567,-0.015593,-0.071494,-0.068889,0.025978,0.083092,-0.018041,-0.045468,-0.019971,-0.072693,0.078717,0.015113,0.043238,-0.036266,0.022103,-0.0005241,-0.03069,0.021084,-0.0043437,0.0073217,0.022255,0.026714,0.044993,0.037147,-0.0027021,-0.001257
1.26,-0.029298208,-0.039424,-0.035248,-0.074549,-0.019036,0.094852,0.015679,-0.044302,-0.025708,-0.037007,0.089783,0.0093637,0.03502,-0.019665,0.0069948,2.6979e-05,-0.004768,0.0065907,-0.015452,-0.038204,-0.045517,-0.05831,-0.059878,-0.058017,-0.0070131,-0.0059128
1.28,-0.006916008,-0.066854,-0.017313,-0.054909,-0.064521,0.086843,0.053986,-0.03316,-0.04207,-0.018488,0.083564,-0.00088013,-0.00091858,0.014482,-0.016927,0.0098445,0.017896,-0.012035,-0.020217,-0.045465,-0.073436,-0.098996,-0.11484,-0.10937,-0.0076818,-0.0036589
1.3,0.015736608,-0.091379,-0.009554,-0.039718,-0.1037,0.060792,0.091249,-0.020498,-0.07136,-0.0096849,0.057703,-0.0085806,-0.037259,0.043956,-0.031632,0.014917,0.018841,-0.018997,-0.020847,-0.022886,-0.052451,-0.078523,-0.073548,-0.0756,-0.0064436,-0.0017666
1.32,0.036087788,-0.098644,0.011055,-0.050868,-0.091462,0.012326,0.10586,0.0064346,-0.098834,0.014735,0.0078251,-0.011802,-0.043374,0.039953,-0.021313,0.009833,0.009742,-0.020821,-0.00076685,0.012006,0.0077663,0.0022988,0.027996,0.013503,0.001438,-0.0009268
1.34,0.0584372,-0.076506,0.042304,-0.047509,-0.079494,-0.039811,0.10265,0.029519,-0.091102,0.049389,-0.042963,-0.014709,-0.015891,0.0013346,0.013912,-0.0066648,-0.00041056,-0.011908,0.027561,0.04657,0.065385,0.082246,0.090698,0.081383,0.0062692,-0.00033629
1.36,0.0830904,-0.035526,0.083725,-0.0067582,-0.089389,-0.058395,0.072909,0.038182,-0.048278,0.08968,-0.057438,-0.01106,0.016116,-0.034707,0.042829,-0.014391,-0.01298,0.006296,0.027351,0.052136,0.073351,0.094991,0.083474,0.088726,0.009954,0.0020839
1.38,0.11647992,0.027854,0.14004,0.048469,-0.074778,-0.059745,0.01256,0.047229,0.019347,0.14212,-0.058023,0.00017267,0.023742,-0.038503,0.033045,0.0029717,-0.027405,0.014292,0.0056918,0.025786,0.037051,0.04801,0.037947,0.045594,0.011037,0.0031965
1.4,0.14265844,0.10464,0.19628,0.10797,-0.051321,-0.065807,-0.034101,0.035382,0.10314,0.19311,-0.06682,0.01023,0.0042545,-0.015512,0.0033157,0.017095,-0.024026,0.005791,-0.0084366,-0.013212,-0.019182,-0.031394,-0.019314,-0.018736,0.0081752,-0.0010726
1.42,0.1790178,0.16043,0.22956,0.16409,-0.023977,-0.071222,-0.07075,0.028108,0.17188,0.22224,-0.072179,0.019225,-0.022626,0.0086604,-0.01355,0.013629,0.008099,-0.026639,-0.014686,-0.038441,-0.06014,-0.079434,-0.070321,-0.066764,0.0028905,-0.0098186
1.44,0.16966456,0.16091,0.23433,0.20343,0.018484,-0.093728,-0.10711,0.058077,0.1812,0.2272,-0.095252,0.023139,-0.027226,0.01805,-0.016811,-0.00010492,0.033534,-0.048315,-0.026829,-0.046598,-0.065767,-0.075619,-0.089438,-0.073341,-0.0050935,-0.016448
1.46,0.13518988,0.14332,0.21871,0.22385,0.067924,-0.12816,-0.1097,0.077846,0.16043,0.21331,-0.13537,0.01539,-0.0021737,0.012989,-0.013878,-0.0043773,0.018182,-0.025745,-0.026765,-0.028447,-0.032772,-0.022393,-0.039606,-0.024059,-0.0062803,-0.014661
1.48,0.10949952,0.12961,0.18439,0.22836,0.11261,-0.15481,-0.076569,0.067977,0.14038,0.18237,-0.15914,0.0016994,0.026219,-0.0038987,-0.0020098,-0.0046291,-0.01661,0.013867,0.0034516,0.011074,0.022888,0.056344,0.048477,0.049487,0.0002114,-0.00656
1.5,0.10439564,0.1006,0.13469,0.22363,0.13617,-0.14741,-0.046095,0.061969,0.0964,0.13776,-0.14065,-0.0097011,0.036692,-0.016636,0.013035,-0.020439,-0.030153,0.038196,0.028748,0.030476,0.049633,0.070228,0.07773,0.07496,0.0072498,2.3709e-05
1.52,0.108453,0.071048,0.087936,0.19989,0.12831,-0.079331,-0.03721,0.055487,0.053497,0.094439,-0.06717,-0.021815,0.029965,-0.0074524,0.0084437,-0.02825,-0.015719,0.038078,0.018918,0.022707,0.034576,0.035337,0.031904,0.041841,0.012374,0.0039945
1.54,0.09826044,0.041416,0.064779,0.15012,0.11477,0.0061669,-0.02035,0.030099,0.034136,0.072966,0.014858,-0.02991,0.0066266,0.01247,-0.01674,-0.025193,0.0088648,0.020857,-0.0062503,0.00082477,0.0050003,0.00075915,-0.014088,-0.0033454,0.0098656,0.0026303
1.56,0.10552644,0.0056371,0.079789,0.068996,0.12306,0.08039,0.0029139,-0.0018303,0.010317,0.084453,0.075403,-0.023285,-0.036474,0.031392,-0.029132,-0.022191,0.02293,0.0017314,-0.018101,-0.034471,-0.035761,-0.042356,-0.048065,-0.049487,0.00042381,-0.0056234
1.58,0.11621304,-0.027112,0.11961,-0.0054678,0.11457,0.16571,0.026483,-0.030302,-0.021282,0.11842,0.1487,-0.0076997,-0.057022,0.030848,-0.032657,-0.0087646,0.021218,-0.0062107,-0.015193,-0.047687,-0.053271,-0.060383,-0.052233,-0.061138,-0.0076079,-0.014628
1.6,0.14148312,-0.059609,0.14093,-0.012077,0.068144,0.2357,0.065015,-0.051666,-0.061396,0.13556,0.22316,0.0071228,-0.031292,-0.0054023,-0.020931,0.0052858,0.0059156,-0.00063837,-0.01072,-0.016887,-0.019447,-0.035307,-0.021959,-0.024314,-0.0090459,-0.014269
1.62,0.038363468,-0.092804,0.09863,0.031449,0.037801,0.27037,0.11213,-0.06288,-0.10791,0.091802,0.27218,0.016896,0.0062492,-0.052032,0.015133,0.0070602,-0.009175,0.0035798,0.0043572,0.028769,0.037406,0.025845,0.032148,0.032609,-0.0018078,-0.0011645
1.64,-0.1726356,-0.12913,-0.0054165,0.062516,0.049221,0.25695,0.16339,-0.057416,-0.14961,-0.0095646,0.26506,0.019863,0.02403,-0.07248,0.024307,0.012428,-0.015181,-0.0057568,0.028128,0.049242,0.06885,0.076257,0.078773,0.069229,0.004025,0.0089817
1.66,-0.2418776,-0.18151,-0.13099,0.039819,0.12692,0.20387,0.20343,-0.030996,-0.19184,-0.13123,0.21485,0.015736,0.013376,-0.053818,0.0004785,0.035271,-0.015822,-0.01324,0.025811,0.018118,0.04265,0.039931,0.053425,0.039584,0.0036894,0.0098285
1.68,-0.23287792,-0.19653,-0.23116,-0.022841,0.21572,0.16449,0.20256,-0.0026867,-0.18978,-0.22774,0.17602,0.0081873,-0.0063272,-0.019726,-0.022451,0.046803,-0.0011819,-0.023961,-0.0017006,-0.015965,0.0046064,-0.016872,0.0014459,-0.0068141,-0.00016372,0.0076864
1.7,-0.23814452,-0.14191,-0.2822,-0.1004,0.24737,0.17941,0.14937,0.016639,-0.13091,-0.27688,0.18576,-0.0036242,-0.017573,0.0028819,-0.028956,0.027988,0.024178,-0.042347,-0.021535,-0.030815,-0.020197,-0.041629,-0.034091,-0.035884,-0.007972,0.0042818
1.72,-0.21261336,-0.051969,-0.29571,-0.16333,0.21931,0.22777,0.065508,0.02667,-0.052083,-0.2915,0.23258,-0.015448,-0.016232,0.012798,-0.020055,-0.00073885,0.022355,-0.031974,-0.010746,-0.035844,-0.033526,-0.050801,-0.043296,-0.043822,-0.012819,0.0021006
1.74,-0.20192912,0.080839,-0.30415,-0.18692,0.11108,0.27602,0.005218,0.0042651,0.060953,-0.30241,0.27581,-0.017384,-0.0040521,0.011955,-0.0094475,-0.018166,-0.0081864,-0.0013402,0.008048,-0.0114,-0.012226,-0.0070709,-0.006112,-0.0072772,-0.011764,0.0056947
