Time [s],Input force,A10,A1,A2,A3,A4,A5,A6,A7,A8,A9,AY1,AY2,AY3,AY4,AY5,AY6,AY7,AZ2,AZ3,AZ4,AZ5,AZ6,AZ7,R1,R2
0.54,-0.018743045,0.0068201,-0.0076656,0.0002924,-0.033879,-0.016595,-0.012227,-0.014591,0.0047024,-0.0093017,-0.013997,-7.7406e-05,0.0040579,-0.0022919,0.0010662,0.0029742,-0.0031583,-0.0013013,-0.0019609,-0.00014344,-0.0012232,-0.00017982,0.00045692,-3.4796e-05,-0.0018954,-0.00099015
0.56,-0.021035989999999997,-0.0006232,-0.021611,-0.0039123,-0.017966,-0.029442,-0.0067216,-0.014735,5.1676e-05,-0.022754,-0.026637,0.00090347,0.0045861,-0.0033864,0.00051014,0.0015857,-0.0034282,-2.8569e-05,-0.00038077,-0.00092941,-0.0014204,-0.0022882,-0.0011529,-0.001666,-0.00033663,0.0007688
0.58,-0.02961515,-0.01282,-0.03538,-0.014178,-0.0031414,-0.03578,-0.0075177,-0.0071086,-0.0092037,-0.035387,-0.034546,0.0027433,0.0022018,-0.0012561,0.0010225,-0.0010899,-0.0025681,0.0013358,0.0020261,0.00021284,-0.00076775,0.00015162,-0.0013677,-0.002532,0.0014274,0.0032357
0.6,-0.038033355,-0.021752,-0.046383,-0.025886,0.0033472,-0.032895,-0.015118,0.0021308,-0.018806,-0.045943,-0.031814,0.0029359,0.00078088,0.0011625,0.00035682,-0.0020805,0.00057593,0.0011688,0.0029241,0.002165,0.0011803,0.0033047,0.00065849,-0.00085441,0.0011618,0.0039943
0.62,-0.047565104999999996,-0.020643,-0.054221,-0.032477,0.0036703,-0.024221,-0.024873,0.0037533,-0.021121,-0.053656,-0.023974,0.0029117,-0.00090945,0.0033229,3.9837e-05,-0.0034061,0.0024126,-0.00017464,0.0026698,0.0026515,0.002807,0.0073584,0.004991,0.0038973,-0.0002918,0.0029488
0.64,-0.044726354999999995,-0.0094693,-0.057715,-0.036611,-0.0014598,-0.015033,-0.028594,-0.0066136,-0.012146,-0.057646,-0.016094,0.000352,3.9676e-05,0.0048995,0.0005591,-0.0048882,0.0012632,-4.8304e-05,0.0020626,0.0026666,0.0033711,0.0069816,0.0060105,0.0049848,-0.001837,0.0017237
0.66,-0.025219485,0.001854,-0.056751,-0.041951,-0.008825,-0.0050421,-0.02576,-0.022846,0.00067005,-0.056598,-0.0033855,-0.0028727,0.0023247,0.0025234,-0.000483,-0.0035992,-0.0016697,0.00091301,-0.00065778,-0.00070217,-0.0010134,-0.00010364,0.00020645,-0.00053508,-0.003031,-0.00017824
0.68,-0.028864494999999997,0.0043916,-0.052243,-0.045801,-0.018408,0.0029498,-0.023608,-0.033391,0.0056224,-0.052086,0.005897,-0.002519,0.0024204,0.0013874,-0.0010877,-0.0023665,-0.0035193,0.0016984,-0.002351,-0.0032211,-0.0057643,-0.006856,-0.0075839,-0.0077283,-0.0020912,-4.6757e-05
0.7,-0.023816205,-0.0037732,-0.048213,-0.047211,-0.026576,0.0088393,-0.021399,-0.032651,3.8234e-05,-0.047987,0.0096027,-0.0014416,0.0029152,0.0015699,-0.00072873,-0.0015767,-0.0023912,0.0019392,-0.0017745,-0.0029806,-0.0065141,-0.0090471,-0.010165,-0.0098781,-0.00083984,0.00091347
0.72,-0.024021065,-0.019332,-0.043914,-0.051562,-0.030459,0.008931,-0.016318,-0.026445,-0.015824,-0.044071,0.0086765,0.00015769,0.0022331,0.00035583,0.00022816,-0.00026653,-5.0903e-06,0.00090944,-0.00052905,-0.00046878,-0.0042239,-0.0050902,-0.0055879,-0.0071787,-0.00089127,0.0013604
0.74,-0.009720514999999999,-0.034688,-0.032438,-0.055492,-0.030021,0.0012346,-0.0088356,-0.018254,-0.033504,-0.033595,0.0013908,0.0035975,-0.00091076,0.00093109,0.0012097,0.00020924,0.0011182,-0.00015367,0.00099358,0.0024912,0.00010804,0.00062983,0.0013981,-0.0016242,-0.0009102,0.0011493
0.76,0.003665495,-0.045912,-0.013575,-0.05038,-0.030736,-0.010116,0.00030521,-0.014735,-0.045744,-0.013902,-0.0083162,0.0041155,-0.0020381,0.0017866,0.00024711,0.00015956,0.00098866,-0.001482,0.00077449,0.0035259,0.002713,0.0046704,0.0046104,0.0024146,-0.00034673,-0.00014487
0.78,0.02198712,-0.049863,0.0086813,-0.033277,-0.036735,-0.019004,0.0094044,-0.016725,-0.049848,0.0088286,-0.015422,0.0024326,0.00018746,-0.00026046,-0.00027866,0.0013576,5.4106e-05,-0.0019519,0.00079613,0.0043162,0.0040143,0.0054307,0.0050405,0.00262,0.0003609,-0.00014769
0.8,0.03458442,-0.04557,0.02901,-0.0026325,-0.047505,-0.022227,0.012187,-0.02022,-0.045813,0.029415,-0.01859,0.0027623,0.0014083,-0.001972,0.0018429,0.0021952,-0.0015793,-0.00086153,0.0017288,0.0058128,0.006106,0.005724,0.0061113,0.0033392,0.00083788,-6.8236e-05
0.82,0.0369359,-0.037805,0.044524,0.026849,-0.054733,-0.023216,0.0072553,-0.021509,-0.038355,0.045668,-0.020406,0.0015694,0.00345,-0.00043417,0.0020204,0.0029732,-0.001523,-0.0014089,0.0011117,0.0060979,0.005934,0.0053589,0.0059857,0.0036061,0.0010808,-0.00083397
0.84,0.049221524999999995,-0.030581,0.058379,0.045026,-0.048761,-0.027416,-0.0041074,-0.021185,-0.028859,0.059116,-0.026587,0.00020296,0.0050867,0.00041181,-0.00012425,0.0042811,-0.0013505,-0.001483,-0.0010853,0.0008454,-0.00046694,-0.0013726,-0.00041312,-0.0017063,0.00058929,-0.0019554
0.86,0.0678285,-0.0224,0.0726,0.053705,-0.032974,-0.038821,-0.015808,-0.021199,-0.017607,0.073367,-0.039358,0.00076345,0.000551,0.0018708,0.0011328,0.0027412,-0.0014687,-0.00030976,-0.0033038,-0.0035737,-0.0060379,-0.0062958,-0.0076113,-0.0081508,0.00064434,-0.0030874
0.88,0.071952,-0.014282,0.086323,0.056373,-0.0064554,-0.049038,-0.028556,-0.018493,-0.0080163,0.086534,-0.050791,5.3199e-05,-0.0024359,0.0043547,0.0013417,-0.0016131,-9.6007e-05,-0.0012554,-0.0027755,-0.0034282,-0.0059676,-0.0034281,-0.0057618,-0.0069801,0.0015606,-0.003291
0.9,0.061270099999999994,-0.0058912,0.090743,0.062507,0.021208,-0.054799,-0.047596,-0.011584,-0.0027226,0.090614,-0.054391,0.00039271,-0.0027161,0.0036571,0.0017131,-0.0040622,0.00073534,-0.0016659,-0.00095815,-0.0010302,-0.0012668,0.0037155,-3.5363e-05,-0.00046601,0.00081067,-0.0036098
0.92,0.05260315,0.0041585,0.080434,0.074211,0.038422,-0.052845,-0.065348,-0.007722,0.00062818,0.080604,-0.049149,0.001079,-0.0021793,0.001625,0.0052529,-0.0046008,-0.00098476,0.00038145,-0.0006689,-9.037e-05,0.0019491,0.0088893,0.0041898,0.0045504,0.00039566,-0.0032472
0.94,0.03967807,0.014124,0.061977,0.085617,0.050186,-0.045292,-0.074136,-0.013904,0.0080001,0.061891,-0.043691,-0.00040267,0.0014029,0.00037208,0.0052848,-0.0040185,-0.002573,0.0013489,-0.00157,-0.0034468,-0.00097898,0.005709,0.0016663,0.0018422,0.00035001,-0.0024305
0.96,0.034376634999999996,0.014323,0.048819,0.084845,0.062665,-0.041567,-0.073694,-0.022673,0.011893,0.048881,-0.04135,-0.001684,0.0025609,-0.00098356,0.0037648,-0.0026707,-0.0026504,0.0018631,-0.0018171,-0.0058722,-0.0032701,-0.00064627,-0.0040599,-0.0038238,0.0014978,-0.0014576
0.98,0.049685385000000006,0.005761,0.052041,0.073535,0.069138,-0.0268,-0.070688,-0.028539,0.0067238,0.053173,-0.027647,-0.0021532,0.00060272,-9.8381e-05,0.0019163,-0.0029266,-0.0030588,0.0029457,-0.00029761,-0.0055733,-0.004027,-0.00015666,-0.0037983,-0.0034795,0.0030057,-0.0011446
1.0,0.06030725,-0.0063262,0.07252,0.065604,0.062141,-0.0022938,-0.067046,-0.036317,-0.0044943,0.073955,-0.0049051,-0.0027597,-0.00047774,0.0017073,-0.00066327,-0.0015775,-0.0016583,0.0012991,0.00048237,-0.0022589,-0.0021832,0.0018703,-0.0017577,-0.0020463,0.0036854,-0.0015509
1.02,0.0775417,-0.019457,0.09859,0.067618,0.050413,0.013672,-0.051828,-0.041942,-0.020637,0.099425,0.009847,-0.00090497,-0.0020652,0.00078491,-0.0013578,-0.00030579,0.0012288,-0.0018023,-0.0010834,-0.00063104,0.0011948,0.0012749,0.001947,-0.00093229,0.0028243,-0.0026772
1.04,0.09355425,-0.029884,0.11769,0.077163,0.037639,0.024439,-0.030089,-0.049925,-0.035253,0.11823,0.021812,0.0029378,-0.0035732,0.0002239,-0.00057323,-0.00031175,0.0029141,-0.0032447,-0.0014013,-2.4633e-05,0.0029147,0.00319,0.0030591,0.00093322,0.0013998,-0.0039889
1.06,0.10708515,-0.047881,0.12791,0.087567,0.027429,0.033409,-0.0067529,-0.0574,-0.053184,0.12715,0.033418,0.0039464,-0.0012871,-0.0017975,-0.001225,0.0010944,0.0018176,-0.0016429,-0.0016516,-0.0004125,0.00049962,0.0020573,0.0020131,-0.00025415,0.00093457,-0.0045256
1.08,0.0953965,-0.076169,0.13127,0.099977,0.028927,0.029947,0.014917,-0.053342,-0.079191,0.12958,0.030909,0.0046574,0.0011173,-0.0046979,-0.0020968,0.0024691,-0.00073605,0.0026829,-0.0022977,-0.0023019,-0.00089522,-0.0013298,0.00019677,-0.0045847,0.0013376,-0.0044578
1.1,0.08769384999999999,-0.10157,0.12885,0.10994,0.037253,0.02632,0.030072,-0.046832,-0.10014,0.12684,0.026957,0.0040088,0.0015271,-0.0051829,-0.0013243,0.0022544,-0.0011742,0.0062573,-0.0016457,-0.00067388,0.0023287,-0.0006005,0.00093823,-0.0051319,0.0026495,-0.0038197
1.12,0.0584928,-0.11827,0.11812,0.11442,0.047273,0.027662,0.033598,-0.039977,-0.11504,0.11622,0.027894,-0.00042476,0.0022832,-0.0051114,-0.0016237,0.0028936,0.00021816,0.0067826,-0.0016669,-0.00046263,0.003838,0.00022006,0.0041072,-0.0023029,0.0033034,-0.0041531
1.14,0.058511850000000004,-0.11911,0.085647,0.11184,0.06414,0.02891,0.023809,-0.032923,-0.11649,0.084192,0.031393,-0.0011749,-0.0011088,-0.0027997,-0.0032684,0.0029086,0.0020677,0.006155,0.00090952,0.00062715,0.0062151,0.0043123,0.0069498,0.00098287,0.0037627,-0.0026361
1.16,0.009252264999999999,-0.094967,0.025541,0.09705,0.08253,0.036021,0.0071711,-0.041582,-0.092154,0.02446,0.041265,-0.002323,-0.0050395,0.00039391,-0.0043764,0.00072574,0.0029348,0.0039921,0.003301,0.00075711,0.0084978,0.011369,0.010839,0.0051737,-0.00023221,-0.00089475
1.18,-0.07529265,-0.060555,-0.047912,0.063952,0.099322,0.04445,-0.011306,-0.054825,-0.058542,-0.048218,0.050082,-0.0048263,-0.005442,-0.00079597,-0.0039838,-0.0017798,0.0012206,0.0032584,0.0018929,-0.0029564,0.0044704,0.0065043,0.0050028,0.0014221,-0.0044352,0.00050354
1.2,-0.1151741,-0.03857,-0.11241,0.00070463,0.12317,0.049863,-0.032892,-0.056295,-0.03435,-0.11227,0.054845,-0.0049483,-0.0049005,-0.0043094,-0.0019841,-0.0034192,-0.0012439,0.00601,0.00037831,-0.008328,-0.0021299,-0.0036181,-0.0041273,-0.0072692,-0.0017583,0.0048504
1.22,-0.08823819999999999,-0.023442,-0.14762,-0.071333,0.14143,0.05984,-0.052074,-0.050523,-0.0195,-0.14624,0.061798,-0.0049654,-0.0012023,-0.0067148,-0.00032667,-0.0028406,-0.002438,0.0078568,0.0035427,-0.0082345,-0.0040123,-0.0046734,-0.0064851,-0.008084,-0.00099845,0.0073017
1.24,-0.070875,-0.011994,-0.13238,-0.11821,0.1292,0.078153,-0.06241,-0.044862,-0.012776,-0.12945,0.074921,-0.0042745,0.0013334,-0.0089037,0.00020998,-0.002461,-0.0029218,0.0090738,0.0033359,-0.0055259,-0.0040893,-0.0031742,-0.0038292,-0.0036384,-0.0016212,0.0047869
1.26,-0.03662276,-0.011456,-0.077258,-0.1272,0.078123,0.099404,-0.063227,-0.040971,-0.013125,-0.075495,0.096463,-0.0035998,-2.1166e-05,-0.006968,-0.00055887,-0.0032082,-0.0014696,0.0075643,-0.0012562,-0.0049914,-0.0053092,-0.0016404,-0.0034228,-0.0053164,-2.6439e-05,0.0014986
1.28,-0.00864501,-0.012527,-0.018697,-0.089818,0.0044348,0.10942,-0.048632,-0.042216,-0.015637,-0.018972,0.11188,-0.00018619,-0.0037647,-0.0025116,-0.0046013,-0.0036854,0.0021293,0.0011476,-0.0027319,-0.0017681,-0.0052282,-0.0035771,-0.0064879,-0.0084537,-0.0031104,-0.0008972
1.3,0.01967076,-0.017019,0.020729,-0.029167,-0.049907,0.094505,-0.0050784,-0.050484,-0.020843,0.019569,0.10014,0.0050986,-0.0053578,0.0004334,-0.005855,-0.0010502,0.0044535,-0.0020842,-0.0011355,0.0011939,-0.001085,-0.0068359,-0.0048198,-0.0060017,-0.0026687,-0.00090165
1.32,0.045109735000000005,-0.035408,0.044615,0.025125,-0.076785,0.049831,0.053921,-0.050426,-0.036641,0.043051,0.055418,0.0079608,-0.0018313,-0.00018969,-0.0060912,0.0042664,0.0026189,-0.0014381,0.0019344,0.0069072,0.0051392,-0.0049703,0.00047491,-0.0014077,0.0016856,0.00054579
1.34,0.0730465,-0.069255,0.068064,0.054758,-0.084449,-0.0072633,0.09812,-0.03214,-0.067475,0.067944,-0.0036969,0.0067136,0.0058426,-0.0030017,-0.003908,0.0086824,0.00084555,0.00074713,0.0014495,0.0069062,0.0057977,-0.0071109,0.0028078,-0.0010933,0.0028241,-0.00062674
1.36,0.103863,-0.10339,0.10692,0.06213,-0.063051,-0.051959,0.11079,0.0038368,-0.099025,0.10783,-0.049895,0.0027821,0.0097528,-0.0031567,0.00015356,0.007443,-0.00040428,0.0037295,-0.00018691,0.0040806,0.0047221,0.00045816,0.0062949,0.0007578,0.0052305,-0.0027179
1.38,0.1455999,-0.1127,0.16773,0.07173,-0.044042,-0.081486,0.09227,0.040524,-0.10419,0.16962,-0.084669,-0.0013409,0.0067375,-0.00037912,0.00015901,0.0039788,0.00067078,0.0039629,2.679e-05,0.0079008,0.011628,0.018065,0.016013,0.010969,0.0048897,-0.0064715
1.4,0.17832304999999998,-0.091667,0.23049,0.09667,-0.03514,-0.087643,0.059027,0.05788,-0.082237,0.23178,-0.094176,-0.0012645,0.00013412,0.0034764,0.0004191,0.0020359,0.0033212,0.0013565,0.0016377,0.010033,0.012239,0.019014,0.015602,0.011175,0.0050823,-0.0084406
1.42,0.22377225,-0.025695,0.26985,0.15015,-0.026852,-0.074237,0.0099813,0.057012,-0.027698,0.26775,-0.078385,0.0028288,-0.0080617,0.007093,0.0013216,0.00075675,0.0037812,-0.0063148,-0.0025647,0.0041555,0.0048889,0.0085771,0.0083925,0.0067672,0.0051371,-0.0093341
1.44,0.21208069999999998,0.073678,0.28064,0.20196,-0.024385,-0.058721,-0.040496,0.02845,0.057402,0.27697,-0.060668,0.0049333,-0.008644,0.0063276,0.0027192,-0.00012816,0.0024536,-0.013668,-0.0068329,-0.00044117,-0.0017017,-0.00091984,0.00066116,0.003331,0.0018139,-0.010737
1.46,0.16898735,0.15315,0.26716,0.23535,0.0013105,-0.056218,-0.071434,-0.0043656,0.13488,0.2635,-0.054851,0.008786,-0.004769,0.00069801,0.0071731,-0.0013215,-0.0027101,-0.013608,-0.0062874,-0.0073715,-0.01039,-0.012173,-0.012101,-0.0039865,0.0011792,-0.0084187
1.48,0.1368744,0.18206,0.23451,0.24414,0.039488,-0.06583,-0.10314,-0.010457,0.17852,0.23129,-0.070689,0.011923,0.0013636,-0.0019323,0.0097933,-0.0028449,-0.0068219,-0.0097541,-0.0058255,-0.011779,-0.012394,-0.011143,-0.015787,-0.006631,0.0018704,-0.0070897
1.5,0.13049455,0.16019,0.1855,0.22419,0.092126,-0.069876,-0.13235,0.014462,0.17194,0.18359,-0.084953,0.00773,0.0099443,-0.0046337,0.008324,-0.0040527,-0.0093028,-0.0028321,-0.0073621,-0.016578,-0.017212,-0.006842,-0.019302,-0.010267,0.0021625,-0.0081846
1.52,0.13556625,0.11399,0.13242,0.19419,0.15731,-0.086238,-0.14279,0.05247,0.12831,0.13355,-0.10614,0.001547,0.013238,-0.0044773,0.0092344,-0.0027021,-0.0095297,0.0028502,-0.0070214,-0.020479,-0.017744,-0.0082398,-0.01683,-0.0091136,0.0047545,-0.0056381
1.54,0.12282555,0.082603,0.10271,0.15053,0.19951,-0.098044,-0.11959,0.063192,0.090561,0.10538,-0.1111,-0.0046396,0.0094496,0.0031935,0.0066839,-0.0060168,-0.0027844,4.0054e-05,-0.00046414,-0.0067121,-0.0035344,0.010576,0.0023296,0.0064711,0.0048316,-0.0036763
1.56,0.13190805,0.064399,0.11327,0.12176,0.2197,-0.082391,-0.08213,0.047587,0.064194,0.11679,-0.079834,-0.010692,0.0028321,0.0093771,0.001427,-0.0094295,0.0038144,-0.0027898,0.0016048,-0.0074941,0.0019208,0.013288,0.0072139,0.012475,0.0017195,-0.0055718
1.58,0.14526630000000001,0.044627,0.15364,0.1311,0.19242,-0.034271,-0.060442,0.025722,0.040478,0.15783,-0.026444,-0.012061,-0.0060546,0.012677,-0.0037755,-0.0071818,0.0033406,-0.0019008,-0.0014577,-0.008489,0.0015429,0.004453,0.00202,0.0046718,0.0025316,-0.0058905
1.6,0.17685389999999998,0.023816,0.17134,0.17346,0.11589,0.048847,-0.036373,-0.004426,0.023548,0.17268,0.057053,-0.0073571,-0.012124,0.014378,-0.010633,-0.0070372,0.0018218,-0.0007629,-0.0025683,-0.0043524,0.00016659,0.0058834,-0.0010755,-0.0012864,0.0023885,-0.0059173
1.62,0.047954335,0.0020781,0.10982,0.21579,0.044343,0.11778,-0.0018451,-0.036154,0.0024273,0.107,0.12037,0.0017327,-0.0090114,0.010111,-0.0069816,-0.0060901,0.00026902,0.0033789,-0.0021479,-0.0012146,-0.001357,-0.0086111,-0.0059452,-0.0050264,-0.0023638,-0.0043443
