Frequency [Hz],A2,AY1,AY2,AY3,AY4,AY5,AY6,AY7,R1,R2,AZ2,AZ4,AZ5,AZ6,AZ7,E11,E12,E13,A4,A5,A6,A7,A8,A9,A10
0.0,0.5090085869724451,0.01599128964963412,0.039441842940778016,0.03080333236290645,0.0061556262779931155,0.0061179297810171045,0.0038355369003214264,0.46633024191522354,0.7492710354486962,0.8519877216820285,0.8114039951892201,0.8209291668478282,0.8141721435488708,0.7933495043944817,0.8783029849839483,0.4959419330545331,0.1511077420025984,0.8013160286885275,0.43390553540432975,0.37442920262069646,0.1370288570411329,0.1997186854462402,0.7483930538758049,0.8832822553751498,0.014715835900498409
0.125,0.4988357859143516,0.15451106056984665,0.12508796312663506,0.08979113259628066,0.03506819638606668,0.015908574766471742,0.023530484066540482,1.1919500464398851,1.198716161798346,1.2572748916351497,1.2267677166438498,1.2256468867148278,1.1852195303327377,1.2025855773696281,1.2140512563660566,0.4522003895848585,0.08201752330396195,0.8746088267048818,0.3800854539812164,0.3009402553901851,0.06957378732227074,0.40929802895367423,0.757238804390227,0.8790326572902757,0.15011147935197483
0.25,0.5875540194036847,0.3424572151673846,0.3317303923118584,0.2962371634146967,0.27840421515465236,0.2443021035666681,0.2084400429943554,1.040303334197152,1.0521105208632457,1.0702606437633624,1.0395194827031262,1.0474894837039912,1.0557004959358856,1.0482682421187661,1.0405075600352898,0.5868333302889087,0.640987933421266,0.8624670797056245,0.6075030722024046,0.6082151313018604,0.6888210865621102,0.7819053269233958,0.826168061842345,0.8785257071889001,0.35238996448307447
0.375,0.7358065886339786,0.1030762082356233,0.08924011399567107,0.11726881582287255,0.19746668152958569,0.2270980366883802,0.2576865534167959,1.4202487803351251,1.375457123430316,1.4024762258603265,1.3826263435835147,1.3721847864990295,1.3787116330428038,1.3649519765253721,1.3344100721831471,0.7990066247434189,0.8625558323340761,1.0877136535819205,0.7631911823344228,0.7955009192125775,0.8501201316485235,0.9432485931608975,1.0214431746398678,1.0695011445032176,0.12358792827493982
0.5,0.9466706654481292,0.8483699129044546,0.8368662354960693,0.8231685916153048,0.815026062918828,0.8153553485970839,0.8019112736400196,1.2092145137820387,1.196705374378036,1.1948800454521165,1.208448042266591,1.1942988350160528,1.2037798309875374,1.1932076376665657,1.1913276305567626,0.952543219150524,0.9595476283516263,0.9938466277333858,0.9748006859052952,0.9896454223776376,0.9804667746965293,1.0026007040774885,1.0085569111173291,0.9918534348978799,0.8423225967834308
0.625,1.0187824909878491,0.31135013508196885,0.2789450340851977,0.2860880736720728,0.36916526333703953,0.3768852786580368,0.361503038666935,1.269173897334916,1.266816661973819,1.2690722195810764,1.2397959869584199,1.2529151800192178,1.2329216942504668,1.2198589121358843,1.227952784441977,1.111386711956664,1.068983341211994,1.0024207132931293,1.019396390488423,1.046157785505421,1.0217075803596798,1.0112528139936579,0.9766742714960268,0.9832846586163126,0.3278538655321557
0.75,1.2022075924000812,1.0051320491462161,0.9807297045180694,0.9611887369907922,0.9326693565075538,0.8903784400307441,0.8606443994927877,1.2279320703220242,1.2313305509379135,1.2335622879383776,1.2297959269265408,1.2302672725981436,1.229148322358392,1.2216751499352447,1.2219693396825209,1.1968154397999964,1.131157115257133,1.01008952699871,1.2110710054278533,1.2044043700138176,1.1529405716257428,1.109714526537146,1.0574661234424698,1.005311297201883,1.006428404642916
0.875,1.2492854284936248,0.5918819320025331,0.5317760323447006,0.5284888524956041,0.6021345977512269,0.57425684579646,0.5170335500313227,1.3211559385504612,1.311875637702435,1.3154049575873568,1.3174028061028134,1.3080220294944582,1.28268761607201,1.24792545361767,1.257170406041295,1.381960852717056,1.2993695056969774,1.0745097315583718,1.2638401720701864,1.2906927270459845,1.236369719610187,1.1528112922012763,1.06432800774246,1.058551318561091,0.6620859978974643
1.0,1.307660709568336,1.08581760123731,1.0697600147851014,1.0433364782485832,0.9827777821342017,0.9442374516838353,0.9228908625803885,1.2361470797536562,1.2284759220803139,1.2382182343855497,1.234932173358054,1.2234922365163825,1.2307717095206128,1.2216684120595496,1.2227093504174067,1.3036516853704618,1.20806746223492,1.0044863083675537,1.3188632693267688,1.3053744687161142,1.2306828721775298,1.1554944607994553,1.0555135727089313,0.9982895035464313,1.0782065621243577
1.125,1.2599325102063994,0.4619192879650849,0.4093590699979639,0.42847841487370064,0.5300458161505617,0.512410088433352,0.4583244734090883,1.3322509372238205,1.3217792461212516,1.3007680388492664,1.3095883499543317,1.304392389384636,1.2617072392650386,1.246538580774331,1.219692057593767,1.372006906641743,1.2696575932376035,0.9962222022827176,1.2432390676349887,1.2821425600259844,1.2033931179835617,1.0868418187913118,1.0159922954688965,1.0024826482954021,0.5263426442652746
1.25,1.534898492837501,1.2491792064887808,1.2111954436627215,1.1594573739012928,1.0549825190819577,0.9580395874625535,0.9087935427979426,1.2348683904895448,1.229719032430669,1.2393535969880751,1.2385247792502925,1.2263008304673975,1.2317842237992647,1.2309319212854444,1.2309015848751526,1.5534736742536257,1.3767124800459893,1.008035730569551,1.5309626256222504,1.5040033664849728,1.3846066932350674,1.237928994098196,1.0770494996775368,1.0056609787943234,1.256513474442315
1.375,1.1006143172968301,0.5630042090223591,0.4997278067696788,0.5237567839025027,0.6036914405543831,0.547357069279103,0.4833256361925536,1.2650823439760168,1.2846991165733859,1.2978500828665966,1.2792954002744896,1.280022497127791,1.2562506683874564,1.229294143524448,1.2335053433144803,1.2002445216391895,1.1534846161883041,1.0052060753675025,1.1236850390867847,1.148264730539109,1.1067296761341792,1.0528712768282447,1.0122872900880173,1.0028732990423468,0.6412681422868074
1.5,2.0837418172954822,1.3449079952539595,1.2926767376052286,1.2225618665454847,1.1000956414197314,0.9664060765367863,0.9003419065071974,1.2410121909718876,1.2367287955675343,1.2442462644359025,1.2469827164982752,1.242710924933045,1.2424955131563844,1.2383514960858397,1.228445748929294,2.127636549737985,1.764776235708642,1.0137567104304481,2.060389990991429,1.9940628167675807,1.7603582173444392,1.4488399013625777,1.1341585983375673,1.009480465458329,1.358203409454392
1.625,1.1837295324109576,0.6091550191873347,0.55909300816123,0.5669428436409213,0.6075387732025052,0.5400568334134337,0.5046920351873145,1.2684518257122417,1.2827414420076257,1.2374051890040612,1.2267731122491283,1.2412279044639754,1.2235857575082336,1.1943647788708347,1.1902584874550026,1.2595389026988781,1.1888067992045508,1.002693678466344,1.219894212722377,1.2545159882027916,1.158263159755158,1.1083445835384251,1.0585277042893415,0.9831996502317989,0.647145407063169
1.75,2.6373592943162985,1.7007406517345405,1.621501003863646,1.4746422081671422,1.22810054827969,0.9984947743917848,0.8975815829474798,1.24226649192651,1.2484319558566772,1.2541088799682496,1.245317327874172,1.2494994877600334,1.2451774001885243,1.2378224546175924,1.2248193854569884,2.6533846303711432,2.0884941835032476,1.0126262631112148,2.5814108935424223,2.459704628573418,2.1041627312122406,1.629330117349766,1.1814619428720015,1.0061307735685083,1.7083829596441515
1.875,1.3879935131781418,0.8680069146038377,0.8172823085807411,0.7756442252805202,0.7360559165910341,0.5823414841737082,0.49756589191788014,1.2950672553407978,1.3027594007408,1.249082700473236,1.2802324156925227,1.2548165102222382,1.230129622952658,1.2168476506333676,1.1919937943996706,1.3801292084577046,1.230582050788945,1.0053203999600202,1.3927934579885917,1.4015793364552775,1.227228541003345,1.1290597276624863,1.0920780342732281,0.9995080394616429,0.9206669213214387
2.0,6.6630190324531915,2.1208291688959995,1.992156530271632,1.7718846109495914,1.424042859031535,1.0667671176074973,0.9070555320371307,1.2346646627226046,1.2427263656924987,1.2481368691105448,1.244438660556204,1.2453694709355845,1.246270322943259,1.2474371740289327,1.2295140582340913,6.757726223683441,4.722838260679103,1.007758265809977,6.459110838809853,5.990074342927834,4.728652673525325,3.031687926577026,1.507510074473872,1.0128641915500336,2.1544170008786394
2.125,5.306253933570155,1.7271463008780839,1.6173130208549464,1.3405300777534517,1.0290083041811346,0.7426034934666208,0.6202840783923885,1.1895263259530673,1.253102137178153,1.2745013715196312,1.2332174280707657,1.244108589417547,1.2290281179247824,1.1745623450456109,1.1746684815378003,5.326309431911533,3.4466934069393793,1.0022069750895721,5.09324780054039,4.625359980340933,3.4711468898897184,2.008271307603727,1.0723227633488048,1.0010757560793238,1.6699660357106827
2.25,8.27095576313858,3.0916991915659673,2.868256489438121,2.4570056730428775,1.8229674535156322,1.2008046542474804,0.9300057252148294,1.2263227822713443,1.2502659137346592,1.2734141342015952,1.2511906989935246,1.2553465099831478,1.2495734951789859,1.2428131253722017,1.2239852639596787,8.455259011281203,5.48093896801442,1.0064145657669517,7.9628095815076785,7.257828207783671,5.431406783718329,3.0287431970350966,1.1528344390181866,0.9994983148404005,3.186178795902657
2.375,4.397582060592987,3.2196552120545032,2.9443369620756186,2.36056653619344,1.533252557212232,0.8610517534817957,0.6562374333874297,1.2197454018255247,1.2429899078174695,1.2290205912151082,1.2194124263802009,1.2293784818492073,1.1962271918661942,1.2097066603345281,1.1962918259058446,4.568802517599291,2.58686847027595,1.0207885669437067,4.14654463504605,3.6268127905173224,2.5213891131099957,0.9306135023194334,0.559307652419636,0.9964424887945391,3.2502201256125964
2.5,3.729882042760847,4.7246023476411665,4.315107379628098,3.573986425954023,2.390214521686552,1.2982763872159482,0.8984833930048041,1.205402418028842,1.2572815396497594,1.3024956718956788,1.2550057752412171,1.2639435698282275,1.2505469285900088,1.2416948169359658,1.2221088096006814,3.8260175131326997,2.184728289107253,1.0091607677273697,3.5481284350265034,3.1499872010235195,2.157720858741414,0.9217115442340306,0.6810211283559606,1.0003858214930603,4.89125806208157
2.625,2.6321236376182955,4.428405735781941,4.004059871186585,3.1809767453140076,1.8351282899487442,0.7910252055172659,0.6359253809153106,1.1799065571492504,1.2382950552531757,1.256814017723287,1.2289318880186646,1.248403088835547,1.2099173613266656,1.17804409803266,1.1945003673382608,2.84691383071218,1.4748612803031353,1.0000873028933897,2.4461670075209065,2.108178288746135,1.37172713465676,0.3138380535886989,0.7415810539404426,0.9852376901578807,4.605731361470023
2.75,2.3168920801420465,6.8461415128707035,6.159166008751581,4.929337098720371,2.9872666908811967,1.2890680688108285,0.9040103227065704,1.1865668498006878,1.2649153965703843,1.3025893243963464,1.2481747353975718,1.2686371267718712,1.244415646512635,1.2337608411886292,1.2205911217324654,2.4313336693603493,1.235960534054202,1.0051672109571275,2.1818065944278775,1.8936073988772089,1.1846281150157918,0.3758297535727956,0.7481387757682304,0.9975751233384978,7.147256064035093
2.875,2.6588456740650943,6.1463041708540604,5.472695335995165,4.237313866306693,2.229940369780899,0.6052291500976613,0.652884596376262,1.0720391634158701,1.2398505869932726,1.2405014730593407,1.2021051131483393,1.2863803513813856,1.2258394403107966,1.212165203803143,1.2135856883189817,2.843050712710663,1.440714140066667,1.0208028928829622,2.4639408161876397,2.125758358061917,1.3512072486547013,0.27194282648653273,0.783030231731138,1.001244789371817,6.47214050012674
3.0,1.8491768390542456,4.477171362603851,3.9430334171454455,2.9714698338263164,1.5003211227286533,0.625977232482572,0.8958657162330391,1.2411826140152533,1.2566030411543365,1.2734297236630436,1.258512995024607,1.2540725822819627,1.2514097954732895,1.2418242057885727,1.2189457463657398,1.782983363631944,0.803436150363667,1.0112941124030088,1.7463023269820197,1.4826377730708555,0.8642071741713249,0.2903334783899364,0.7993998198937641,1.0043343150832547,4.696729684976843
3.125,2.6444281832430856,3.6342777167686564,3.192513504713541,2.3989905606452786,1.0655735870840335,0.18678085229594318,0.5898097871834244,1.1297572803633296,1.238895530878469,1.2098361998765084,1.185079092150497,1.291539000982385,1.2237764794533983,1.210757708976613,1.1922415411213432,2.8312451978826085,1.4707125633531901,0.9994616223385421,2.4880797541690765,2.167286368771871,1.3566209072752655,0.22809896552421324,0.7809517690122375,0.9817060897435532,3.8517188569786476
3.25,1.5399651731140853,3.281480988678195,2.8456706839351096,2.062800162903426,0.9075316973835686,0.5738247855758776,0.9145325153683398,1.2728253623774402,1.2537901386865722,1.2769507589556603,1.2734891235926824,1.2492049691051799,1.2558840702976855,1.2497299332794722,1.2239940477125821,1.479761644715706,0.573569358401624,1.0076214355442703,1.4525110516564197,1.21334114051561,0.6254490765437822,0.24283165787446542,0.8354932264391466,1.0027558770771683,3.4572617534689885
3.375,2.443620903327358,2.3064032766858875,1.9241033119267625,1.3531875607654515,0.5736095549903553,0.33810187428187716,0.6380299574617796,1.3010264575749049,1.2184843408953416,1.268444911347979,1.2667952355405545,1.2310986718624592,1.2444789080617447,1.234441475086745,1.2199694081868624,2.708409743243826,1.3559388001804933,1.0131956094142223,2.280314026885988,1.9514982380692245,1.1786337198496146,0.10127215249264072,0.8073701214139368,0.9921751653518014,2.441887134450176
3.5,1.4133603170661166,2.0115175457344567,1.6889441771161564,1.104668098253654,0.2948267310174786,0.6132075490103465,0.9111273142162742,1.2604769131882836,1.2516554357710308,1.2691620245249988,1.2622575473883277,1.2484110157798258,1.2532121503560663,1.2437032834805761,1.2214221235941627,1.265567164489414,0.40784496043129587,1.007811397470965,1.331617885541805,1.0846463350300097,0.5097566266508091,0.29909235901582987,0.8303442117680848,1.0023232564046938,2.132429432327168
3.625,2.5763551723991993,1.2312249602118537,0.9951495320655176,0.6720344094939962,0.17784413806021873,0.3312169372368437,0.5268869930512928,1.2148034749342704,1.231588830826329,1.2234130247464206,1.2157129693008866,1.2046795508313046,1.2329331270355146,1.209558978323891,1.2126715639025496,3.4082903666759323,1.7845124225475655,0.9924724709391911,2.3708761313145175,2.0787587116143196,1.2099452961506385,0.12986309216132289,0.7625488601855339,0.9790101186363548,1.2901990883682812
3.75,1.0681741991663587,1.5789089250644115,1.2957385521341067,0.8047556471905785,0.1758373624050466,0.6538707025254838,0.8972115891779437,1.2313328677206414,1.2428294551025796,1.2368404913943478,1.2357609812199186,1.2360520635478387,1.2314277044097373,1.2239254625158476,1.22225189342318,0.9597241941395589,0.17809511546447612,1.0071044170413106,0.9847672458735944,0.7649112918313834,0.3047619042597796,0.4335856413704007,0.8687358123498047,1.0011677464081679,1.6849009257840697
3.875,2.214822173846149,1.2974754214590845,1.0782859368579236,0.6981274928004616,0.1390824424305656,0.5040105914697962,0.6798024298139426,1.1214596606055123,1.204794735809366,1.1438094653809652,1.1511848311117978,1.1608632838015065,1.1758932333894343,1.1622066337980075,1.2208885170595838,3.0293325828815396,1.6220851423765257,1.0164653983433185,2.085137584944853,1.8020702489841398,1.0077088027053986,0.029143950416500013,0.8323829665303734,0.9908467892049158,1.3949496874165206
4.0,1.0819479898202358,1.3322450678074118,1.0757688477486798,0.6503018622989338,0.2548952805045236,0.683920277913198,0.8838112254750404,1.269083254131256,1.256336562076235,1.2622715204459676,1.269152788721886,1.2522656405987693,1.256421699553502,1.251313577532852,1.226278275094002,1.0022747845908777,0.23556977100112717,1.0069022449177811,0.9938084675246261,0.7638556004801811,0.26005972866784544,0.42463856952837153,0.8894109388581917,1.003615342846783,1.4390235083869645
4.125,1.6668196838815794,1.0191694837693333,0.7472386435643957,0.43472443312012904,0.1123425776943995,0.5070238544617,0.6853606055145881,1.2442849510079077,1.177262679110854,1.2220404183513909,1.2079134131485525,1.1872525574926083,1.1948376010450406,1.1733361155150754,1.1562595374684066,2.4567745803788177,1.2201172009539072,0.9733454179916652,1.5017492582268896,1.2634311283078055,0.6164651970482709,0.23455682678617987,0.8647854190800904,0.9785323974473894,0.9482214907779184
4.25,0.8053129166498596,0.9879030230739505,0.7692798652249102,0.36116179642184393,0.2518758591531023,0.7417332740815212,0.9039136097775813,1.2770527288921503,1.262375148773276,1.2715153101456234,1.2729559439535876,1.2485404809899328,1.251588954362184,1.2448976445282935,1.2238642283522614,0.8259521065992678,0.5442458125023197,1.005402456964631,0.7245066214417155,0.5020148516984652,0.10591153632665677,0.5325094048659489,0.9048102077086979,1.0032356327395864,1.035986342425348
4.375,2.054159924286793,1.1273667652464943,0.7533994666662289,0.4025404814570472,0.1867228749569976,0.623643695310429,0.8304271482567902,1.2132297486635946,1.1809663990706156,1.2015742161010035,1.1893356187796027,1.1592861402562518,1.2060149422956534,1.201631962504746,1.203582209557044,2.8214307459294203,1.4214572213023238,0.9885017459103579,1.867535866738485,1.487781279010816,0.7639602250529174,0.27507653040622554,0.8145695040155801,0.9735748082558131,0.8166989853855456
4.5,0.7746779239219814,0.8969452849568973,0.6801427272624114,0.30500047298616784,0.3226048604349952,0.7958447043716845,0.9320824080163114,1.2632633100567325,1.2576998523653655,1.2662523399037893,1.2724999593782187,1.2464819995386909,1.2507362857964068,1.240235220198549,1.2273600687054196,0.9615018632680971,0.5537656829238755,1.0050819784474565,0.69401724306982,0.46115968941793295,0.02696127716586806,0.5786545389222181,0.9464665878564847,1.0046356605630857,0.9401046534028605
4.625,1.395475336672439,0.915235541228872,0.6236860620869004,0.3470547368707167,0.21909135977819624,0.6156304581972968,0.7827047148253797,1.116106207045678,1.170832022148771,1.14092558233209,1.1600107719877781,1.1637503343858269,1.168142652144172,1.1889788588345604,1.2230336794134793,1.7633749058367771,1.0581922643378698,0.972481605361815,1.4012001988067058,1.0709648859992398,0.6938459799052555,0.5368548347957123,0.827470776522344,0.9673462718426392,0.6492504317622927
4.75,0.6826375039365455,0.6366812728842856,0.5008993544965114,0.14559723345988307,0.4214050015808169,0.8257828001431119,0.9144838507881761,1.293078256569028,1.2821750762594308,1.2701749413779402,1.285394168925914,1.2681008288521765,1.2661536286243633,1.2522307837774123,1.2298379713627496,1.2310603951835326,0.4117637369950949,1.0089759863474943,0.5607298535727392,0.3656751194496365,0.12949060267573065,0.6207905970796317,0.95109682988776,1.006583202487947,0.9618354533736665
4.875,1.3350132017171432,0.8819341651025309,0.6640024649407841,0.32116235492839823,0.11421555016149977,0.5507313125330274,0.7074581818835145,1.2366420307655694,1.230878185491291,1.1567268059640505,1.225718185731626,1.234466265691648,1.2345931179932956,1.2328888843035306,1.2078031241129703,0.7621073893644141,0.2964890895426894,0.9782394946940665,1.2172649501980604,0.8991666914631635,0.5082961662747039,0.6613594507187073,0.9159644916037673,1.0114582889577917,1.0913000492193066
5.0,0.6822061132652543,0.6928509093431471,0.4295082657953285,0.11441397671632222,0.422904426875814,0.7905216211447867,0.9120444799884779,1.2613985008311812,1.2511490609430211,1.2480676011634164,1.2601720800144798,1.2425627298693853,1.2462897809089468,1.2374987947976317,1.2287146400002746,0.974309141776944,0.3172946294253588,1.0104579427317189,0.5748059913332977,0.3725336318813074,0.1600753154107996,0.6757461265769678,0.9734867094626855,1.0073802181381075,0.6306934523447879
5.125,0.9020983583031743,0.5702695610688279,0.38415796092396026,0.19536081777120526,0.4322544647277202,0.717444225976292,0.827503547914129,1.1259669694826346,1.1524964354249847,1.0712040264482,1.1380202225540155,1.1643404593701752,1.189032657472394,1.1697394887134975,1.2282301641765387,1.2086780984174499,1.3903999865337144,0.9039426309995459,0.8484443689366238,0.5696494371959743,0.4373831962735692,0.7816881677816157,0.8753406308583863,0.9499703077955215,0.6107505577147178
5.25,0.7253860684344207,0.6504432198310597,0.43319632089783777,0.032617660344093746,0.4635027892230767,0.8185068145135569,0.9008500333943313,1.2680213978889352,1.2540831756800614,1.2433197424864912,1.2698852083902883,1.2441889621958084,1.2383447292954755,1.223775789783956,1.216360111389697,1.019760757023978,0.22975526403327726,1.0061333268625108,0.6024324079706197,0.3673493018100732,0.16391681270582834,0.7097497266924878,0.9946359224371684,1.0099784755638248,0.8201334276278008
5.375,0.679100440175828,0.7290250573734359,0.46912438836678494,0.12424472129254796,0.39291775200313367,0.75548852517823,0.8563800272036681,1.1007760642516753,1.1186859384155978,1.1151118443765058,1.134159667155639,1.0818754716340169,1.1492411389075108,1.1570973821787158,1.2435553388817355,1.2340271181200468,0.10592585313228103,0.9274288478746571,0.5671871489332111,0.424255637782768,0.5749880456989505,0.8770348346406948,0.9438426041173082,0.968155379083536,0.6766062838796602
5.5,0.6554639266158646,0.804344132526261,0.560915608909331,0.17551668798414494,0.44422239225657384,0.8199738395481605,0.912442564883296,1.2689333196132215,1.2499182001681217,1.2461159527860626,1.2711747549377246,1.2306757060955478,1.2350761442556006,1.2251144823038431,1.221301382232189,0.4721474938726007,0.5101459242759525,1.0140011370263626,0.582043152816226,0.3132118252615943,0.21327013110205062,0.777269003870642,1.0275957174245423,1.0092220652521626,0.8007822565253568
5.625,0.5899750021154918,0.7147667522556209,0.4401943662828475,0.16551690747095288,0.34782948069909975,0.7017288421117399,0.8065350225354002,1.1437282432414955,1.1583666535060915,1.154638887883216,1.1789538758489342,1.104337956783323,1.1708109222952334,1.156772387182471,1.2391501106773484,0.9063454670891818,0.15957111522609657,0.9323408274639173,0.49877682206046925,0.38674636995653044,0.5947435540164068,0.8868194301852695,0.9262391887118283,0.9755730989332412,0.6579190880978736
5.75,0.6021920977620793,0.5863077934844779,0.37367168778954735,0.06884112076147302,0.47528824771872075,0.7950701270381574,0.8764572261152566,1.3029135318084992,1.2878397168855742,1.2829994776406013,1.2971467069526639,1.2743501244892537,1.2675857608885635,1.2591309925856278,1.2213974678276367,0.4074980428543816,0.4258937348387254,1.0092845719196386,0.5227415794189457,0.284207498338731,0.2781245044115426,0.8111225057314799,1.0225521647512614,1.0036397144480604,0.7340865020454537
5.875,0.12760146553276885,0.45744947166084404,0.231034006755894,0.1309666816392818,0.4593056044441426,0.7281999463992493,0.7886510075376307,1.181705435636811,1.161928110233072,1.1762047465156584,1.1749957225136038,1.1403228124666573,1.180086522410914,1.159963258160024,1.255628610240381,0.1350191225916863,0.40949011779674244,0.9469683116621544,0.23032345676067256,0.29421221344889564,0.5683710838967206,0.8485790834587449,0.9205276170192328,1.000890186088884,0.5495004132970912
