,Time [s],A10,A1,A2,A3,A4,A5,A6,A7,A8,A9,AY1,AY2,AY3,AY4,AY5,AY6,AY7,AZ2,AZ3,AZ4,AZ5,AZ6,AZ7,E11,E12,E13,E14,E15,E16,E17,E18,R1,R2
0,0.0,0.0057392,-0.0030885,0.0032652,0.0040385,-0.013593,-0.0025096,0.0017147,0.0078174,-0.0038367,-0.013297,-0.0086779,-0.0015218,-0.0031854,0.0014696,-0.00099134,-0.0068753,0.0081992,0.0018439,-0.0019955,-0.0020062,-0.0057191,-0.0060156,-0.0047358,-1.7428,0.46124,-4.353,-5.275,-93.428,0.054216,24.392,22.334,0.00029833,0.00027229
1,0.02,0.0057647,-0.011701,-0.0060786,0.0089411,-0.011106,-0.012731,0.0075903,0.0070335,-0.012307,-0.013457,-0.006247,-0.0075164,-0.00093698,0.0015491,0.0018274,-0.0013055,-0.0057555,-0.0030787,-0.0020276,-0.0018649,-0.0018405,-0.0021717,-0.0015168,-1.3266,1.5587,-3.9744,-5.5598,-93.671,0.96574,25.274,19.713,-0.00064678,-0.00077546
2,0.04,0.012917,-0.016545,-0.011327,0.0042728,-0.0032901,-0.016083,0.0044523,0.01144,-0.016911,-0.0055117,-0.0017487,-0.011221,0.0006805,0.0017849,0.0038142,0.0045843,-0.019256,-0.00029504,0.00089646,0.0010361,0.005841,0.0051318,0.0057776,-1.5789,1.0881,-5.2191,-6.3459,-94.393,0.38934,24.187,22.105,0.00072134,0.001337
3,0.06,0.019481,-0.01788,-0.015802,-0.0064664,0.00087192,-0.0067444,-0.0068165,0.015016,-0.018517,0.00060089,0.0020145,-0.0076032,-0.0043618,0.0052729,0.0059922,-0.00090999,-0.016608,0.0052884,0.0011919,0.00041842,0.0019743,0.0025837,0.003115,-2.7811,0.27968,-6.9265,-7.5011,-94.642,-0.022975,22.955,19.73,0.0010041,0.0024575
4,0.08,0.0058294,-0.018941,-0.017141,-0.014822,0.0018248,0.002467,-0.0052623,0.0061762,-0.019593,0.0042266,0.0034845,0.0033424,-0.0070276,0.0042922,0.0080282,-0.0086341,-0.0066372,0.0024695,0.0023066,0.0016851,-0.00087796,7.8927e-06,0.00069795,-3.3075,0.12157,-6.9432,-7.9115,-94.33,0.66247,22.422,21.238,0.00037732,0.0020961
5,0.1,-0.01621,-0.020247,-0.019812,-0.019181,0.00031388,0.0075346,0.0045199,-0.010581,-0.020922,0.0024491,-8.1302e-05,0.0099477,-0.0045531,0.0043463,0.0023146,-0.0080521,-0.00040539,-0.0025861,0.001949,0.0012538,-0.00028477,2.5107e-05,8.5628e-05,-2.4402,1.6909,-5.6255,-8.3618,-93.833,1.3467,23.49,21.679,-0.00052772,0.00054726
6,0.12,-0.02231,-0.018609,-0.026451,-0.017677,-0.0048468,0.013813,0.0070563,-0.01835,-0.018374,-0.0040789,-0.0064746,0.0038491,0.0059177,0.0010245,-0.0062367,-0.00040737,-0.0023334,-0.0014419,-0.0017467,-0.0012678,-0.00061071,-0.0014063,-0.0018381,-2.4183,2.6609,-5.4022,-9.0542,-93.662,1.5581,24.656,20.182,-0.001913,-0.0017728
7,0.14,-0.012037,-0.016071,-0.02595,-0.019023,-0.0063019,0.013639,0.0020274,-0.012026,-0.014119,-0.0041772,-0.0085955,-0.0075402,0.017736,-0.0068481,-0.0073552,0.0026783,-0.0035479,-0.00035859,-0.00243,-0.0024032,-0.0021629,-0.0031075,-0.0034227,-2.9167,2.0299,-6.2977,-9.5068,-94.983,0.68841,24.156,21.754,-0.0013841,-0.0011131
8,0.16,0.0031839,-0.012524,-0.016522,-0.024112,-0.0014191,0.0035332,-0.0032902,-0.0010746,-0.011948,0.00075841,-0.0014798,-0.008641,0.012923,-0.0050285,-0.0070032,-0.0031111,0.0027732,-0.0014972,0.00066418,-0.0012832,-0.003365,-0.0030251,-0.0028201,-3.6478,1.1987,-7.3437,-9.8788,-96.072,0.27316,23.118,18.834,0.00079707,0.00166
9,0.18,0.011292,-0.0099229,-0.012233,-0.021321,-0.0005455,-0.0075725,-0.004074,0.008234,-0.012688,-0.00051116,0.0076617,0.0032351,-0.0023996,0.0022179,-0.0078939,-0.0068953,0.0050709,0.0039855,0.0052856,0.003696,0.0031933,0.0021847,0.0034888,-3.5176,1.0316,-7.446,-10.186,-95.444,0.97401,22.732,21.674,0.0029143,0.0044432
10,0.2,0.010061,-0.011684,-0.014608,-0.010127,-0.0090333,-0.013217,-0.0022661,0.011037,-0.014505,-0.0094372,0.0090536,0.014683,-0.013739,0.0056604,-0.0048524,-0.0065252,0.0024544,0.0082726,0.0060297,0.0062057,0.0071473,0.0057287,0.0065344,-3.2228,1.8663,-6.1172,-9.5963,-94.813,1.9418,23.591,20.782,0.0044593,0.0053453
11,0.22,0.0048224,-0.016831,-0.011976,-0.00060524,-0.01971,-0.013787,0.00049852,0.0085363,-0.018381,-0.019011,0.0051008,0.010175,-0.0083051,-0.0018033,0.0024859,-0.0024699,-0.0040781,0.0024976,0.0043333,0.0053068,0.0073586,0.0064335,0.0064612,-2.2174,2.125,-5.0147,-8.8735,-94.469,2.3875,24.774,21.635,0.0023782,0.0027031
12,0.24,0.0012383,-0.02267,-0.0066025,-0.00051835,-0.020589,-0.013347,0.0024478,0.005119,-0.022954,-0.019552,-0.0014898,-0.002761,0.0059118,-0.012751,0.0070759,0.0037455,-0.012348,-0.0020466,0.0016554,0.0011244,0.0036849,0.003356,0.003936,-2.6897,1.4657,-5.7666,-9.6647,-94.724,1.4209,24.968,21.169,-0.0012177,6.9833e-05
13,0.26,0.0013886,-0.027486,-0.0064972,-0.0050649,-0.016098,-0.011123,-0.00023913,0.0025103,-0.02607,-0.017431,-0.0076105,-0.0080938,0.0049552,-0.0089542,0.0021466,0.0050915,-0.010674,-0.00094009,-0.0040627,-0.0053966,-0.005637,-0.0051947,-0.0049138,-4.9004,0.7026,-7.6638,-11.854,-95.875,-0.40144,23.694,18.214,-0.0026182,-0.0011499
14,0.28,0.0026355,-0.030062,-0.014389,-0.0086246,-0.011999,-0.0063119,-0.0056267,-0.00072925,-0.026966,-0.015485,-0.015107,-0.006405,-0.0042798,0.0022045,-0.0057344,-0.00021809,-0.0008727,-0.0032435,-0.0075036,-0.0087399,-0.011516,-0.011014,-0.011621,-4.8852,1.1079,-8.9851,-14.506,-97.694,-1.2159,23.693,19.286,-0.0024251,-0.0016723
15,0.3,-0.0018546,-0.027065,-0.02835,-0.012671,-0.0060598,-0.005627,-0.0076638,-0.0079771,-0.022717,-0.0097911,-0.022134,-0.0094752,-0.0080908,0.0086246,-0.0075655,-0.0087793,0.011116,-0.0056984,-0.0048925,-0.0060157,-0.0076369,-0.0092732,-0.0093079,-5.3189,2.8892,-8.3984,-16.487,-99.532,-0.51816,25.647,16.427,-0.0011457,-0.0018237
16,0.32,-0.0072877,-0.018245,-0.036922,-0.019658,0.00012911,-0.0054233,-0.0081647,-0.012661,-0.01526,-0.003672,-0.015101,-0.022096,-0.0045119,0.0054604,-0.0050077,-0.0096199,0.012667,0.0011831,0.0020563,0.001442,0.0040529,0.0020221,0.0018778,-4.9795,3.9275,-7.3265,-17.464,-99.519,0.37565,26.688,19.216,0.0023452,0.0007832
17,0.34,-0.011726,-0.010257,-0.033858,-0.028847,0.0029497,-0.0025018,-0.011298,-0.013841,-0.012489,0.0024949,0.0021636,-0.026229,-0.0019597,-0.0022921,-0.0024885,0.0014903,-0.0016523,0.0088065,0.0074466,0.0076586,0.010961,0.010146,0.0098824,-4.6581,3.3454,-7.7509,-17.444,-98.726,1.7378,26.109,18.453,0.0045468,0.0043262
18,0.36,-0.017273,-0.0055189,-0.022199,-0.03346,-0.00076143,8.4162e-05,-0.012454,-0.015627,-0.011731,0.0034541,0.016083,-0.0090533,-0.012288,-0.0039207,0.00099163,0.0087083,-0.011587,0.0054569,0.0077372,0.0084067,0.0085985,0.0095885,0.0090732,-4.8741,1.951,-8.6823,-16.675,-97.041,2.1613,23.837,19.496,0.0011962,0.0027676
19,0.38,-0.021117,-0.004586,-0.009876,-0.028363,-0.010014,0.0017685,-0.010941,-0.017752,-0.010037,-0.0041764,0.019062,0.015819,-0.021682,-0.0067135,0.0083294,0.0020185,-0.0070009,-0.00038633,0.0039741,0.0054534,0.0037541,0.0053168,0.0044048,-4.5615,1.2749,-9.0788,-15.685,-91.233,2.1785,22.412,21.195,-0.0013292,0.0012246
20,0.4,-0.024695,-0.011348,-0.0036766,-0.018967,-0.019922,-2.8354e-06,-0.0054817,-0.020544,-0.013014,-0.016684,0.0067178,0.028767,-0.015162,-0.012817,0.011177,-0.005176,0.0013258,-0.0019164,-0.0026422,-0.0020269,-0.002997,-0.0029104,-0.0042956,-4.8739,2.0547,-8.4225,-15.514,-86.544,2.8333,23.685,19.499,-0.0019633,-0.00066789
21,0.42,-0.01819,-0.020414,-0.0057131,-0.007608,-0.024962,-0.0090788,-0.0025258,-0.018125,-0.016536,-0.027666,-0.0097655,0.018199,0.0024565,-0.01438,0.00093372,-0.0008467,0.0023219,-0.0044427,-0.006927,-0.0086788,-0.008982,-0.010355,-0.011075,-4.4556,3.2944,-7.4471,-16.301,-87.434,2.8087,25.392,21.435,-0.0032865,-0.0034069
22,0.44,0.0010042,-0.024149,-0.011451,0.00127,-0.026228,-0.018318,-0.0084901,-0.0056363,-0.018593,-0.032442,-0.016153,-0.0078498,0.022318,-0.011715,-0.01329,0.0066668,-0.0015498,-0.0051775,-0.0038708,-0.0056341,-0.0059002,-0.0067792,-0.005887,-5.0478,3.5904,-7.8771,-17.761,-90.147,1.84,25.987,17.968,-0.0023884,-0.0018855
23,0.46,0.016809,-0.018964,-0.016752,1.7226e-05,-0.019995,-0.029727,-0.015197,0.0066055,-0.015493,-0.0254,-0.013303,-0.023784,0.023957,-0.0010248,-0.021885,0.0013608,0.0042789,-0.00011208,0.00026388,-0.001182,0.0011697,-3.8291e-05,0.00060435,-5.9946,2.3207,-9.4523,-19.115,-91.907,0.95863,25.123,19.153,-0.00010764,-9.915e-05
24,0.48,0.016726,-0.0074025,-0.017883,-0.0065437,-0.01013,-0.039135,-0.01692,0.0088562,-0.0067461,-0.011033,-0.0043088,-0.017509,0.0034927,0.014279,-0.020698,-0.012606,0.014015,0.003858,0.00042601,-0.00075934,0.0048343,0.00081348,0.00024763,-6.0506,1.6134,-9.8309,-19.164,-91.45,2.084,24.08,18.543,0.001783,0.0018185
25,0.5,0.0019169,-8.6996e-05,-0.0097618,-0.01291,-0.010243,-0.033531,-0.018065,0.002609,-0.0040304,-0.0057449,0.0084746,0.00010457,-0.015468,0.017948,-0.0058449,-0.018569,0.010701,0.0033061,0.0032169,0.0029857,0.0063284,0.0026358,0.0026412,-5.9586,1.6899,-9.0198,-18.465,-90.557,3.9163,24.229,19.859,0.0022332,0.0036099
26,0.52,-0.018405,0.0007321,-0.0016524,-0.015952,-0.015839,-0.019193,-0.018637,-0.0095957,-0.0048799,-0.008908,0.015872,0.013271,-0.019228,0.0082606,0.010562,-0.010755,-0.0049068,0.0005085,0.0041399,0.0044141,0.0038751,0.002869,0.0037777,-5.1015,2.1616,-7.9359,-17.26,-88.936,5.5227,25.397,22.36,-0.00030865,0.0013122
27,0.54,-0.039419,-0.0016089,0.0015454,-0.014852,-0.022593,-0.0064588,-0.01451,-0.027911,-0.004671,-0.015922,0.012973,0.012048,-0.0046924,-0.0091172,0.018003,0.0078613,-0.028679,-0.0012831,-0.00067617,-0.00040335,-0.0010846,0.0012323,3.5e-05,-4.9646,2.041,-7.8509,-17.698,-88.684,5.6795,25.404,20.565,-0.0021704,-0.0025281
28,0.56,-0.0486,-0.0077003,0.0036799,-0.015128,-0.024119,0.00012536,-0.011632,-0.040902,-0.007974,-0.021274,0.0054217,0.0051484,0.011651,-0.019103,0.016069,0.015743,-0.036617,-0.0038803,-0.0047893,-0.00554,-0.0045723,-0.0026581,-0.0058453,-6.3365,1.2606,-9.7311,-20.039,-89.27,4.389,23.957,21.949,-0.0032673,-0.0036817
29,0.58,-0.039239,-0.017693,-0.0027385,-0.01512,-0.018461,-0.00099211,-0.015402,-0.041844,-0.015322,-0.020489,-0.0036145,0.0057824,0.011877,-0.0089124,0.0054709,0.0010418,-0.01362,-0.0052737,-0.0032591,-0.0053682,-0.0051745,-0.0046699,-0.0077084,-7.0965,1.8423,-11.124,-22.316,-89.211,3.4237,23.575,18.547,-0.0033577,-0.0020396
30,0.6,-0.023819,-0.028782,-0.020645,-0.011639,-0.011118,-0.0084392,-0.022217,-0.033258,-0.024403,-0.014842,-0.0095032,0.0059434,0.0048878,0.0083995,-0.0097087,-0.013854,0.011519,0.00010237,0.0016906,-0.00032574,-0.0005777,-0.0021192,-0.0027099,-7.6004,3.3724,-11.025,-23.976,-89.814,3.7732,24.27,20.525,-0.00049752,0.00093248
31,0.62,-0.01395,-0.038872,-0.037194,-0.011093,-0.00088201,-0.020505,-0.030345,-0.01991,-0.035616,-0.004132,-0.0058416,-0.0033241,0.0033147,0.020518,-0.023689,-0.016634,0.022576,0.0053343,0.0036621,0.0024496,0.0042066,0.0015023,0.0015673,-6.9518,5.3679,-10.322,-24.764,-88.585,5.1645,25.881,20.423,0.0013493,0.0036776
32,0.64,-0.013401,-0.043431,-0.04791,-0.011919,0.0058968,-0.032298,-0.032551,-0.011861,-0.042491,0.0066043,0.0021585,-0.01122,0.0094045,0.014453,-0.021613,-0.011911,0.018626,0.0043044,0.0047673,0.0047149,0.0097796,0.0075168,0.005098,-6.3948,5.7432,-10.746,-25.499,-87.557,5.522,25.939,20.293,0.0010914,0.0035103
33,0.66,-0.020275,-0.041179,-0.052086,-0.011943,0.0030194,-0.035083,-0.029212,-0.012066,-0.041993,0.0083462,0.0073899,-0.0061548,0.011163,-0.0022116,-0.0069697,-0.00073821,0.0010692,0.0007052,0.003466,0.0033727,0.0087429,0.0041527,0.0032236,-7.8009,4.543,-12.027,-25.964,-86.533,4.8324,24.133,21.549,-0.00076565,0.0013688
34,0.68,-0.029207,-0.034785,-0.043334,-0.0153,-0.0089676,-0.023972,-0.025062,-0.019537,-0.036584,-0.0030947,0.0039463,0.010467,0.00078186,-0.0098575,0.0074896,0.0074854,-0.014776,-0.0020542,-0.0021379,-0.0044007,-0.0047391,-0.0071241,-0.0065,-8.504,3.8588,-12.861,-26.462,-86.043,4.3389,23.137,18.776,-0.0026922,-0.0010431
35,0.7,-0.036574,-0.026756,-0.026054,-0.024536,-0.022412,-0.011639,-0.019985,-0.030977,-0.027105,-0.019627,-0.0036371,0.022426,-0.0077543,-0.013143,0.020289,0.0053036,-0.017606,-0.0043207,-0.006113,-0.0082791,-0.013064,-0.01025,-0.012925,-8.4365,4.2499,-12.597,-27.416,-84.327,4.2753,23.831,20.765,-0.0026025,-0.0019776
36,0.72,-0.034884,-0.019593,-0.009088,-0.035522,-0.030313,-0.0056385,-0.016002,-0.037399,-0.019824,-0.032964,-0.0041092,0.010968,-0.0069021,-0.0080234,0.017162,0.0012414,-0.011221,-0.004441,-0.0035974,-0.0038193,-0.0071537,-0.0036516,-0.0071902,-8.0466,5.5452,-11.381,-28.421,-78.375,4.1223,26.071,18.111,-0.00219,-0.0018173
37,0.74,-0.024592,-0.011331,-0.0040993,-0.040452,-0.035226,-0.008178,-0.016301,-0.033955,-0.012198,-0.041273,0.0016705,-0.011146,-0.0033661,0.0050851,7.7931e-05,0.00094595,-0.0027557,1.142e-05,0.0029736,0.0018501,0.0060997,0.0050256,0.0036212,-8.0923,6.2307,-11.41,-29.645,-75.328,4.1261,26.859,19.777,-0.0010776,-0.00099469
38,0.76,-0.012355,-0.0011184,-0.011374,-0.037487,-0.037597,-0.017779,-0.019047,-0.022067,-0.00083562,-0.041202,0.0071274,-0.020438,-0.00089483,0.013726,-0.012387,-0.0015912,0.0086681,0.0036897,0.0041057,0.002439,0.0094997,0.0052433,0.0048403,-9.0283,5.7959,-12.614,-30.539,-73.805,3.4569,25.13,19.748,-0.00075999,0.00042002
39,0.78,-0.0051144,0.0093477,-0.018435,-0.031503,-0.038133,-0.0294,-0.0208,-0.010277,0.010047,-0.037404,0.0071636,-0.013277,-0.0026462,0.014593,-0.013958,-0.0065666,0.018469,0.0021824,0.002196,0.00027632,0.0030773,0.00081867,0.00030038,-8.6663,4.6354,-13.524,-29.781,-71.627,3.2171,23.646,19.463,-7.4493e-05,0.0012515
40,0.8,-0.0067833,0.021334,-0.014924,-0.027751,-0.034892,-0.041394,-0.020957,-0.0025011,0.021948,-0.033337,0.0026772,0.0024737,-0.0032171,0.0036952,-0.0058532,-0.0046942,0.016121,-0.00063189,0.0012844,-0.0017473,-0.0015677,-0.0029456,-0.0041155,-8.1402,4.4306,-12.565,-28.021,-70.372,4.5057,23.285,22.679,0.0014513,0.0010896
41,0.82,-0.0097991,0.029951,0.004236,-0.028302,-0.034317,-0.045867,-0.021915,-0.00077416,0.0307,-0.035114,-0.0025648,0.014807,0.0023754,-0.010839,0.0040715,0.0039105,0.003547,-0.0012981,-0.00023915,-0.0039668,-0.0043379,-0.0072802,-0.0072332,-6.7204,4.8688,-10.482,-25.692,-67.09,6.4882,24.287,21.926,0.00082822,-0.00079426
42,0.84,-0.0096836,0.035475,0.026041,-0.021634,-0.042084,-0.039205,-0.023363,-0.0064779,0.036442,-0.045872,-0.0011302,0.013868,0.0083038,-0.016319,0.0075463,0.012157,-0.0083735,-0.0019001,0.00033252,-0.0022366,-0.00025973,-0.002123,-0.0020748,-5.6949,4.1159,-9.1794,-24.025,-69.421,7.0247,25.332,24.746,-0.000496,-0.0032358
43,0.86,-0.013773,0.042408,0.040974,-0.0062889,-0.050812,-0.0306,-0.022479,-0.018714,0.042521,-0.056417,0.002479,0.0064098,0.0092486,-0.011418,0.004723,0.011684,-0.0097796,-0.0033811,-0.00026056,-0.00020775,0.0034285,0.0032016,0.0012499,-6.0743,2.1095,-9.1358,-23.108,-61.299,5.5126,24.685,22.21,-0.00097059,-0.0036542
44,0.88,-0.024801,0.049207,0.047586,0.0050053,-0.04729,-0.028672,-0.018933,-0.033718,0.048774,-0.053343,0.0021345,0.0014359,0.00051583,0.0026564,-8.4673e-05,8.778e-05,0.0042767,-0.0011525,-0.0013661,-0.001604,0.0013008,0.0017703,-0.0012493,-5.852,-0.17994,-9.5706,-21.903,-56.803,4.4694,24.291,22.213,-0.00013648,-0.0023013
45,0.9,-0.034522,0.056227,0.047394,0.012662,-0.030742,-0.032939,-0.019875,-0.041216,0.054395,-0.03297,0.0039278,-0.0041965,-0.0067259,0.015431,-0.0045698,-0.0084654,0.017565,0.0020005,0.000233,-0.00065841,0.001275,3.911e-05,-0.001978,-5.2633,-1.2609,-7.9582,-19.644,-51.074,4.2261,24.234,21.369,0.0017643,-0.00075545
46,0.92,-0.036446,0.056177,0.049813,0.018641,-0.012821,-0.032997,-0.03438,-0.035053,0.053767,-0.009894,0.0030734,-0.0082561,-0.0040034,0.015893,-0.0052531,-0.0049465,0.013396,0.00086683,0.00084383,0.0020483,0.0022671,-0.00085778,-0.0018251,-3.3553,-1.1394,-5.621,-16.238,-25.566,5.6602,25.181,21.598,0.0028296,-4.8505e-05
47,0.94,-0.038421,0.045027,0.050996,0.023054,0.004739,-0.030399,-0.051151,-0.027939,0.044179,0.010455,-0.003304,-0.0090092,0.00097358,0.0082624,0.00058914,0.0015524,0.0024825,-0.00069636,0.00030909,0.0029406,0.0048369,0.00251,7.2233e-05,-2.5668,-1.3674,-4.1933,-13.922,-31.529,6.8333,25.972,24.44,0.0013216,-0.0010398
48,0.96,-0.049361,0.033485,0.042542,0.032104,0.018895,-0.029209,-0.052282,-0.036877,0.033523,0.025,-0.0045606,-0.0066988,0.0054024,-0.0029862,0.0095288,0.0051088,-0.0056254,-0.000116,-0.00034656,0.0013379,0.0037529,0.0040502,1.0671e-05,-2.4011,-2.8266,-4.5277,-12.663,-44.591,6.1203,24.54,21.654,-0.00034058,-0.0024131
49,0.98,-0.064855,0.031599,0.0295,0.045835,0.022765,-0.02308,-0.043629,-0.056723,0.033179,0.023536,-0.00056488,0.0025365,0.0027709,-0.0072069,0.013753,0.0054255,-0.0063497,-0.0016845,-0.0028049,-0.00091071,-0.0017418,0.00017845,-0.0033019,-2.7625,-4.1338,-5.8296,-12.076,-43.418,5.2166,23.387,23.806,-0.0014057,-0.0033474
50,1.0,-0.074553,0.038348,0.025529,0.053378,0.022993,-0.011402,-0.037362,-0.071568,0.040781,0.016191,0.0031444,0.012147,-0.0062319,7.2878e-05,0.0082017,0.0031734,0.0010213,-0.0027866,-0.0044726,-0.0024935,-0.0038582,-0.0033767,-0.0072764,-2.1879,-4.6191,-4.9502,-10.309,-45.104,5.0304,23.779,22.016,0.00022024,-0.0019074
51,1.02,-0.073531,0.048289,0.036534,0.047358,0.026615,-0.0034888,-0.03739,-0.074331,0.049025,0.018636,0.0094937,0.0095101,-0.0053761,0.0041009,-0.00062849,0.0012716,0.0066497,0.0020339,-0.0017625,0.00051804,-0.00019855,8.7012e-05,-0.0051271,-0.58957,-4.3212,-2.5136,-6.9802,-43.621,5.5857,24.924,24.224,0.0029914,0.0010419
52,1.04,-0.062715,0.057388,0.058283,0.035002,0.031987,-0.00081266,-0.041088,-0.063913,0.055566,0.029417,0.014999,0.0012633,0.0042498,0.0027788,-0.0040182,-0.0014608,0.010738,0.0076506,0.0059536,0.0092714,0.010963,0.011234,0.0070744,0.42528,-4.2539,-0.18223,-2.8708,-41.122,6.736,25.035,26.573,0.004648,0.0028895
53,1.06,-0.054116,0.065825,0.074121,0.03091,0.0294,-0.0023489,-0.0411,-0.050333,0.063648,0.033235,0.012617,0.0020719,0.008474,0.0021607,-0.0041997,-0.0018403,0.011388,0.0060205,0.0095082,0.013505,0.014893,0.015377,0.012795,1.1219,-5.5912,-0.1531,0.64486,-36.79,6.6367,23.818,25.529,0.0036106,0.0010338
54,1.08,-0.049499,0.073046,0.071016,0.043516,0.020642,-0.0091436,-0.032946,-0.038958,0.071809,0.027857,0.0035565,0.010555,0.0066188,0.00088199,-0.0036668,0.00076184,0.0056404,-0.00093161,0.0019772,0.0059704,0.0062557,0.0056679,0.0044098,0.74958,-7.1819,-1.0897,2.746,-36.017,4.1634,22.071,26.814,0.0010803,-0.0035229
55,1.1,-0.039234,0.072604,0.065355,0.058442,0.013147,-0.016642,-0.022762,-0.026367,0.072193,0.017494,-0.0047702,0.015588,0.0048767,-0.00055937,0.0018051,-0.00050231,0.003438,-0.0056633,-0.0074211,-0.0056635,-0.005241,-0.0060875,-0.008381,1.3955,-7.7789,-0.51799,5.355,-36.304,2.1972,21.667,23.644,-0.00055743,-0.0061235
56,1.12,-0.024211,0.067045,0.06937,0.064489,0.0086661,-0.022763,-0.015084,-0.012293,0.06655,0.0045463,-0.0094666,0.0075737,0.0082546,-0.0024222,0.0061236,-0.0012525,0.00050633,-0.0075261,-0.011892,-0.01144,-0.014118,-0.014224,-0.015932,2.6655,-7.0547,1.0381,8.0088,-35.982,1.2086,23.219,25.173,-0.001335,-0.0055527
57,1.14,-0.0052143,0.05267,0.075133,0.062802,0.0082619,-0.025819,-0.012023,0.00024212,0.051939,-0.0032105,-0.010517,-0.0083646,0.010658,0.00080623,0.0024936,0.0022484,-0.0059938,-0.0048204,-0.0080777,-0.0079615,-0.010039,-0.010023,-0.010091,3.5837,-5.9593,2.6218,9.0753,-36.672,1.0218,24.508,23.118,0.0010334,-0.0019399
58,1.16,0.015388,0.019499,0.071433,0.058447,0.0080069,-0.02119,-0.011629,0.0094541,0.019918,-0.0055182,-0.0085913,-0.018899,0.0043208,0.0098642,-0.0013313,0.0010357,-0.0067157,0.0037807,0.0015172,0.0023288,0.0030064,0.00352,0.0036661,2.5237,-5.114,1.4619,7.438,-40.453,0.038629,24.489,22.438,0.0036963,0.0029805
59,1.18,0.019368,-0.025738,0.040277,0.057254,0.0080233,-0.013435,-0.0073426,0.0097228,-0.023481,-0.0019561,-0.011859,-0.017272,-0.0060773,0.014404,-0.0017205,-0.005093,-0.0014533,0.0088778,0.0063631,0.0094377,0.013949,0.013529,0.014314,0.92615,-4.0291,-1.3766,3.9558,-44.614,-1.809,23.124,20.942,0.0035666,0.0050929
60,1.2,0.0050171,-0.063499,-0.015449,0.055937,0.013141,-0.0048193,0.0032159,0.00086613,-0.060794,0.0085858,-0.013043,-0.011288,-0.015842,0.013549,0.0007293,-0.0084177,0.0047172,0.0053143,0.0052579,0.0094949,0.014832,0.014123,0.014419,-0.83762,-2.0185,-3.6508,0.20345,-45.804,-2.8074,22.314,17.627,0.0016082,0.004304
61,1.22,-0.007455,-0.08458,-0.06668,0.03352,0.02721,0.0078834,0.0096201,-0.00415,-0.083765,0.027243,-0.0049486,-0.0098406,-0.015829,0.0037488,0.0051066,-0.0034004,0.0035536,0.001137,0.001023,0.0028872,0.0033451,0.0026936,0.0028448,-2.0831,1.5575,-4.538,-2.9286,-46.951,-2.9652,22.566,19.304,-0.00035585,0.0033934
62,1.24,-0.0075858,-0.075926,-0.10158,-0.012553,0.051871,0.021432,0.0091662,0.00045353,-0.078027,0.055687,0.0062218,-0.0071838,-0.0088036,-0.010921,0.0072961,0.0070665,-0.0038681,-0.00025998,-0.004026,-0.0055744,-0.010638,-0.0090442,-0.0080295,-2.125,4.47,-4.8303,-4.8064,-50.459,-2.5097,23.126,16.999,-0.0034498,0.0010497
63,1.26,0.0016839,-0.041586,-0.10775,-0.060712,0.062688,0.038974,0.0064495,0.006872,-0.045125,0.065416,0.013502,0.00045823,-0.0058208,-0.016616,0.0039302,0.012904,-0.0059793,-0.0047176,-0.0057648,-0.0093966,-0.017096,-0.01341,-0.01273,-2.4202,5.1384,-6.019,-5.4117,-55.49,-3.632,22.328,18.838,-0.0043411,-0.0017129
64,1.28,0.014363,-0.0091894,-0.07729,-0.1056,0.052035,0.063882,0.0063261,0.010745,-0.011095,0.049677,0.010091,0.0098167,-0.0034474,-0.018473,0.0001095,0.008774,-0.00015261,-0.003432,0.00050014,-0.0055781,-0.012103,-0.0086781,-0.008577,-1.5851,4.4137,-6.7067,-5.1213,-57.908,-5.3453,21.04,17.144,-0.0016454,0.00041522
65,1.3,0.015251,0.011509,-0.044181,-0.11682,0.020268,0.078571,0.027438,0.0043461,0.011082,0.011884,0.0018238,0.01443,-0.0024288,-0.01555,-0.0021416,-0.0015595,0.010378,0.0041566,0.0091253,0.0056677,0.0021652,0.0049125,0.0054453,-1.0093,3.0528,-5.6148,-2.4785,-53.806,-6.3146,21.125,17.49,-0.00026654,0.0015813
66,1.32,0.011585,0.02457,-0.018118,-0.085467,-0.03662,0.081001,0.059192,-0.00055186,0.025396,-0.043997,-0.0031491,0.0095269,-0.00072799,-0.00718,-0.0095905,-0.0036212,0.013617,0.0059849,0.012998,0.014329,0.013404,0.01656,0.017494,1.2139,1.9587,-2.7756,3.0387,-46.221,-6.7127,21.721,18.836,0.0020183,0.00044782
67,1.34,0.033075,0.037,0.013663,-0.052536,-0.07626,0.064057,0.077872,0.022928,0.038876,-0.074672,-0.0037948,-0.0029402,0.0048643,-0.0014454,-0.014499,0.0017017,0.002483,0.001857,0.0081737,0.010782,0.012297,0.013256,0.016071,4.0385,0.70885,-0.19194,9.9664,-39.355,-7.8174,22.349,17.972,0.0030804,-0.0006545
68,1.36,0.073155,0.055917,0.041833,-0.027462,-0.081004,0.015532,0.088533,0.068005,0.058216,-0.069454,-0.0036513,-0.012082,0.0064005,0.0017152,-0.010074,0.00075709,-0.0072795,-0.00075954,-0.00063903,1.0423e-05,0.0038993,0.001652,0.005713,4.8139,-1.8924,1.4806,16.83,-31.718,-10.289,21.685,20.574,0.0023155,-0.0015505
