,Time [s],A10,A1,A2,A3,A4,A5,A6,A7,A8,A9,AY1,AY2,AY3,AY4,AY5,AY6,AY7,AZ2,AZ3,AZ4,AZ5,AZ6,AZ7,E11,E12,E13,E14,E15,E16,E17,E18,R1,R2
0,0.0,-0.017534,-0.0072753,-0.0055604,-0.0024513,-0.0046202,0.002614,-0.0017357,-0.018179,-0.0085627,-0.0043267,-0.0010721,-0.012672,-0.011953,0.0022937,0.011666,0.0043822,-0.019412,0.004019,0.00080536,0.0036028,0.0048758,0.0061014,0.0069927,-0.48466,0.32316,-0.066754,-4.714,-98.52,0.22808,10.467,4.6742,-5.5885e-05,0.00089345
1,0.02,-0.012292,-0.0079674,-0.0046655,-0.0073044,0.0016885,0.0033177,-0.0067443,-0.011137,-0.009908,0.0007683,0.00097081,-0.0049279,-0.0081953,-0.0086738,0.010114,0.0070246,-0.011528,-0.00072236,-0.0045325,-0.0056044,-0.012926,-0.0092788,-0.010798,-1.5517,-0.13304,-1.5794,-5.1302,-98.18,0.16689,9.1122,1.954,0.0012879,0.0015293
2,0.04,-0.0070423,-0.0065447,-0.0093341,-0.0072917,0.0044903,-0.0024531,-0.0092854,-0.0071341,-0.0071788,0.0028495,0.002618,0.0041883,-0.0050824,-0.01276,-0.00055565,0.002012,0.0051502,-0.003128,-0.0037387,-0.0072053,-0.0116,-0.011031,-0.011977,-1.7882,-0.28593,-2.309,-6.4314,-98.274,0.53893,8.3616,5.208,0.00048097,-0.00012268
3,0.06,-0.0023854,-0.004089,-0.013601,-0.0045542,0.00064938,-0.0083402,-0.0087354,-0.0067322,-0.003815,-0.00094602,0.00261,0.0092558,-0.0015676,-0.0093668,-0.016302,-0.0017113,0.0211,0.00042347,0.00058574,0.0021059,0.0061721,0.0028795,0.0034088,-1.0851,0.43067,-1.5208,-6.3146,-97.493,1.5429,8.7973,4.6555,-0.00098106,-0.0016167
4,0.08,-0.0010102,-0.0061451,-0.0066836,-0.003888,-0.0066502,-0.010414,-0.0069069,-0.0058609,-0.0056379,-0.008736,-0.00077608,0.0076968,0.0053048,-0.0091744,-0.023404,-0.0024028,0.026138,0.0021299,0.0054794,0.0088684,0.014402,0.01172,0.010662,-0.53997,0.98955,-0.60072,-5.5773,-96.712,1.5365,9.6206,4.9374,-0.0012275,-0.00025539
5,0.1,0.00033829,-0.012309,0.0016673,-0.0046877,-0.012919,-0.0079756,-0.0057172,-0.0021866,-0.012053,-0.014724,-0.0029707,0.0012923,0.0087088,-0.011027,-0.016065,-0.00030205,0.019916,0.00040637,0.0042412,0.0034849,0.0038338,0.0039219,0.0022086,-0.66311,1.043,-0.87265,-5.8197,-96.772,1.0511,9.9332,5.6189,-0.00191,0.00049175
6,0.12,-0.0011601,-0.014927,-0.0019681,-0.0026151,-0.015498,-0.0069725,-0.0039362,-0.0019766,-0.014864,-0.017412,-0.002374,-0.0019534,0.001747,-0.008895,-0.0025278,0.0031947,0.0051765,-0.0017164,-0.0062245,-0.0080202,-0.012451,-0.012337,-0.011678,-2.0828,0.94658,-2.426,-7.4963,-98.501,0.78339,9.4964,1.7779,-0.0001206,0.00088985
7,0.14,-0.0043159,-0.012191,-0.011496,-0.0051792,-0.011876,-0.010828,-0.0025787,-0.003648,-0.012483,-0.013522,-0.0014101,-0.0027672,-0.0094004,-0.0014956,0.0083245,0.0040904,-0.0098983,-0.0017129,-0.0078634,-0.008042,-0.011389,-0.012571,-0.011569,-3.1518,0.74872,-3.666,-9.4529,-100.99,0.1733,9.2947,3.6389,0.0023167,0.0012982
8,0.16,-0.00010159,-0.0099948,-0.018247,-0.015559,-0.0072321,-0.011829,-0.0074569,-0.0012256,-0.010216,-0.0055703,-0.001619,-0.0081743,-0.014709,0.0070079,0.012523,6.03e-05,-0.016704,0.00051581,0.0034969,0.0030069,0.004723,0.0048273,0.0038268,-3.0503,1.4617,-3.4124,-10.043,-101.14,0.9948,9.4286,1.8257,0.00050944,-0.00093829
9,0.18,-0.00024909,-0.0096591,-0.019964,-0.021829,-0.0064298,-0.0073166,-0.011536,-0.0027091,-0.0096346,-0.0034469,-0.0019144,-0.012846,-0.010058,0.009537,0.012594,-0.0044078,-0.016172,0.0022857,0.0067296,0.0067844,0.012016,0.014582,0.013169,-2.5669,2.3454,-2.6884,-9.5419,-99.322,2.1576,9.9168,4.446,-0.0013734,-0.0010899
10,0.2,-0.011722,-0.0093842,-0.017504,-0.020716,-0.0093563,-0.0038792,-0.0067734,-0.010536,-0.0093812,-0.0073712,-0.0016187,-0.011267,-0.0026423,0.010615,0.0062494,-0.0034222,-0.010539,0.0010291,-0.00027549,0.00062695,0.0031923,0.0043561,0.0038887,-2.3609,2.3517,-2.4245,-8.2744,-97.248,2.7722,9.9042,4.9856,-0.0012484,0.00074341
11,0.22,-0.01892,-0.0095191,-0.013915,-0.017186,-0.015137,-0.0030181,-0.001373,-0.01547,-0.0099524,-0.014204,-0.00065475,-0.0038492,0.0058798,0.0078937,-0.0011888,-0.00050591,-0.0039126,-0.0016156,-0.0035258,-0.0056176,-0.0089769,-0.011091,-0.011088,-2.6258,1.6605,-3.0827,-8.5712,-96.671,2.9572,8.6109,4.8375,-0.0008422,0.00093884
12,0.24,-0.014888,-0.0099574,-0.010661,-0.013501,-0.017128,-0.0040924,-0.005063,-0.013334,-0.010496,-0.017849,0.00075802,0.0068978,0.012124,0.00036252,-0.0059129,-0.0024506,0.0033466,-0.0015274,-0.0019148,-0.0065923,-0.0089932,-0.011604,-0.011801,-2.9423,1.3789,-3.9283,-9.467,-97.018,3.0784,7.4778,7.2281,0.0012828,0.0017325
13,0.26,-0.00482,-0.010944,-0.008053,-0.012034,-0.014224,-0.011606,-0.011569,-0.0082067,-0.011241,-0.014414,0.0032529,0.015955,0.014103,-0.0042401,-0.0093187,-0.0046303,0.007614,0.0026909,0.0029033,0.0027557,0.0042235,0.0046095,0.0037919,-2.4935,2.0275,-3.6551,-9.3693,-96.517,4.3377,7.3872,5.6493,0.0035637,0.0030455
14,0.28,0.001858,-0.013552,-0.0086014,-0.010048,-0.011161,-0.021532,-0.015073,-0.0036339,-0.014691,-0.0090398,0.0037875,0.019817,0.012103,-0.0046048,-0.01008,-0.0029195,0.0054901,0.0044937,0.0099602,0.012594,0.016885,0.017295,0.016532,-2.0687,2.7276,-2.7544,-9.3847,-95.795,4.7909,8.438,8.9102,0.00081053,0.00087029
15,0.3,-0.0022217,-0.017538,-0.013003,-0.0032967,-0.011316,-0.023628,-0.015762,-0.0030098,-0.018586,-0.0098568,0.0023089,0.014779,0.0070753,-0.0031836,-0.0062935,-0.00014956,0.0031718,-0.0017041,0.0043872,0.0030736,0.0081122,0.0053344,0.0057335,-2.3513,2.6501,-2.3438,-8.9309,-96.495,3.8862,9.5107,5.6544,-0.003792,-0.001908
16,0.32,-0.012965,-0.017586,-0.015881,0.00033356,-0.010356,-0.018645,-0.012341,-0.0087326,-0.01794,-0.010254,0.0016267,0.0010044,0.0043867,-0.0013153,0.0020725,0.0021635,-0.0010997,-0.0067256,-0.010461,-0.013033,-0.012457,-0.015308,-0.01536,-3.5138,1.4808,-3.1931,-10.151,-98.949,2.3641,9.9739,4.3317,-0.0033519,-0.0012443
17,0.34,-0.021176,-0.011805,-0.012612,-0.0076657,-0.0099155,-0.010407,-0.011367,-0.017954,-0.012712,-0.0099031,-0.0039048,-0.011751,-0.0018574,0.0051842,0.0075086,0.002284,-0.004195,-0.0034684,-0.010111,-0.01132,-0.017041,-0.017032,-0.018307,-3.9844,0.76256,-4.7788,-12.455,-102.21,1.1674,9.9501,3.8468,0.00062506,0.00027643
18,0.36,-0.023139,-0.007478,-0.0079979,-0.01983,-0.010193,-0.0044021,-0.015155,-0.024922,-0.0080956,-0.010743,-0.012065,-0.017858,-0.0095845,0.010892,0.0075737,0.00034416,-0.0050945,0.0028951,0.004308,0.0025587,-0.00087194,0.0010762,0.00023723,-4.3587,1.1046,-4.4201,-13.733,-104.19,1.7641,10.277,1.3847,0.0031207,0.0015267
19,0.38,-0.022018,-0.0074882,-0.01042,-0.021471,-0.01051,-0.0058014,-0.017743,-0.027093,-0.0082973,-0.011626,-0.014936,-0.019777,-0.011371,0.0088642,0.0065457,-0.00057626,-0.0044398,0.006174,0.011261,0.011997,0.020495,0.020369,0.018645,-4.2945,2.287,-3.1662,-13.77,-103.6,2.6772,11.313,4.4637,0.0030596,0.0018176
20,0.4,-0.021351,-0.009163,-0.016088,-0.013699,-0.012085,-0.011199,-0.016481,-0.025218,-0.010373,-0.012185,-0.011587,-0.017659,-0.010948,0.0019868,0.0067969,0.00078544,-0.00028695,0.0052236,0.0054393,0.0094256,0.017288,0.016878,0.013919,-3.8113,2.5531,-3.0644,-12.764,-101.91,2.9627,11.925,2.4303,0.0019786,0.0020902
21,0.42,-0.019455,-0.011546,-0.017753,-0.0093263,-0.012004,-0.016837,-0.01418,-0.018808,-0.011167,-0.010646,-0.0044603,-0.010816,-0.010629,-0.0049132,0.0047901,0.0058366,0.0035878,0.0019687,-0.0010979,-0.0013258,-0.004909,-0.004445,-0.0061612,-4.2888,1.859,-3.8172,-12.704,-101.45,2.5002,10.86,4.4501,0.0010938,0.0020865
22,0.44,-0.012427,-0.011396,-0.012902,-0.009106,-0.012114,-0.020898,-0.01786,-0.010773,-0.010121,-0.012016,-1.6252e-05,-0.0013126,-0.009868,-0.0096603,-0.0025739,0.0071682,0.0094485,-0.0027066,-0.0048538,-0.0083559,-0.014314,-0.013873,-0.013373,-4.5449,1.1488,-4.8926,-13.032,-102.13,2.0022,9.3159,3.5025,-0.00079375,-0.00038179
23,0.46,-0.0077752,-0.0077785,-0.0055988,-0.010063,-0.015329,-0.022673,-0.0215,-0.0077339,-0.0063911,-0.017716,-0.00030948,0.0051979,-0.0048112,-0.014152,-0.008991,0.0028331,0.017762,-0.0038592,-0.0060243,-0.0053994,-0.0036234,-0.0061181,-0.0059788,-4.845,0.91549,-4.762,-13.303,-102.53,2.5048,9.5535,2.8975,-0.001593,-0.0011922
24,0.48,-0.011908,-0.0030543,-0.0025552,-0.011429,-0.02075,-0.022329,-0.017543,-0.013,-0.002122,-0.023287,0.00035101,0.0051845,0.00036552,-0.014383,-0.01334,0.00052932,0.01864,0.00058706,0.0011694,0.0032612,0.0091428,0.0052153,0.0025839,-4.0641,1.6749,-3.6702,-13.149,-102.45,3.4832,10.467,5.082,-0.0012711,-0.0010428
25,0.5,-0.017664,0.00066727,-0.002281,-0.012908,-0.023804,-0.018829,-0.013562,-0.019375,0.00031086,-0.024543,0.0019245,0.0034095,0.00035136,-0.010121,-0.012354,0.0016054,0.011766,0.00072826,0.0052287,0.0034627,0.0062444,0.0047939,0.0032083,-3.8251,1.89,-2.8655,-12.121,-101.64,4.3521,11.216,3.0122,-0.0013775,-0.0019159
26,0.52,-0.021543,-7.6407e-05,0.00016111,-0.013067,-0.020412,-0.014417,-0.014561,-0.020547,-0.0011345,-0.019471,0.0028838,0.0024642,-0.0011739,-0.0051296,-0.004579,0.00045101,0.0037252,-0.0020152,-0.0022322,-0.0035252,-0.0054862,-0.0043313,-0.0034978,-4.0549,0.82802,-3.2572,-12.086,-101.91,4.1879,10.853,5.448,0.0016528,0.0009222
27,0.54,-0.021679,-0.0065236,-0.0026886,-0.013366,-0.014694,-0.014428,-0.018272,-0.018132,-0.0079334,-0.013626,0.002038,-0.00076592,-0.0025075,0.0012149,0.002849,-0.0038865,-0.0036832,0.0016917,-0.0023443,-0.001169,-0.0027894,-0.0035088,-0.0041128,-4.6093,0.11726,-4.6321,-13.005,-103.89,3.4068,9.9152,2.2726,0.003177,0.0030605
28,0.56,-0.02083,-0.013516,-0.014383,-0.010684,-0.010762,-0.018365,-0.020195,-0.017934,-0.015206,-0.011194,-0.0023093,-0.0042247,-0.0026995,0.005732,0.0049114,-0.006566,-0.012337,0.0047033,0.0077819,0.0061549,0.0094302,0.006947,0.0054019,-5.6028,0.28737,-5.2126,-13.531,-104.74,3.3315,9.7076,2.7032,0.00036757,0.0015778
29,0.58,-0.021076,-0.016919,-0.021462,-0.0065936,-0.0071122,-0.019631,-0.018612,-0.021126,-0.017771,-0.010172,-0.0033697,-0.0066279,0.0003907,0.0086876,0.0034962,-0.0053075,-0.019322,9.3478e-05,0.0047107,0.0039199,0.0089422,0.0078877,0.0081383,-4.8812,0.62615,-4.5975,-12.859,-103.21,3.7763,10.05,3.258,-0.0026242,-0.00054884
30,0.6,-0.022053,-0.017938,-0.018997,-0.0088108,-0.0044516,-0.013754,-0.018578,-0.022386,-0.018089,-0.0095449,-0.00064745,-0.0056906,0.0041545,0.0089016,0.0039003,-0.0060991,-0.020216,-0.0049666,-0.0073683,-0.0062834,-0.0052164,-0.0038978,-0.0042015,-4.3151,1.2292,-3.6945,-11.312,-101.48,4.3053,10.589,2.4524,-0.0052277,-0.0035143
31,0.62,-0.025863,-0.01763,-0.013718,-0.014648,-0.0068478,-0.0068656,-0.018428,-0.020597,-0.017999,-0.010918,0.0021278,0.0026638,0.0044209,0.0072256,0.0036495,-0.0096238,-0.013555,-0.0067525,-0.0095786,-0.014811,-0.017263,-0.017156,-0.019736,-4.1261,1.3,-3.6058,-11.466,-100.99,4.799,10.08,5.5635,-0.0041834,-0.0032586
32,0.64,-0.029256,-0.016935,-0.01256,-0.016449,-0.012567,-0.0067659,-0.014451,-0.022368,-0.01716,-0.013607,0.005141,0.010482,0.0061424,0.0047991,-0.0028619,-0.010148,-0.0065189,-0.0029289,-0.0019683,-0.0073297,-0.0075237,-0.010483,-0.01163,-4.4541,1.2977,-4.915,-12.871,-101.63,4.637,9.3202,2.9349,0.0010096,0.0011298
33,0.66,-0.024675,-0.017413,-0.017553,-0.014536,-0.017105,-0.013147,-0.011249,-0.022506,-0.017978,-0.016052,0.0048197,0.012323,0.011739,-5.4415e-05,-0.010855,-0.0084026,-0.0021924,0.0068737,0.0093908,0.013232,0.016619,0.014727,0.016268,-4.749,1.3881,-5.6955,-13.52,-102.65,4.5623,8.9562,5.0959,0.0036644,0.0041895
34,0.68,-0.012835,-0.018929,-0.020309,-0.014992,-0.018427,-0.019091,-0.014381,-0.013452,-0.018978,-0.018057,0.0021607,0.011841,0.01313,-0.0050616,-0.014206,-0.0069554,1.5995e-05,0.0087072,0.014342,0.017762,0.022504,0.022324,0.021985,-4.4884,1.9912,-5.0915,-13.606,-102.06,4.3778,9.3594,3.3825,0.0012133,0.0034316
35,0.7,-0.0033231,-0.019761,-0.018083,-0.018412,-0.016984,-0.020667,-0.01727,-0.0020776,-0.019086,-0.019413,0.0030048,0.0094844,0.0083231,-0.0076313,-0.010027,-0.0048218,-0.00088993,-0.00095746,0.0040426,0.00074067,0.0036065,0.0023917,-0.00011016,-4.4885,2.311,-4.4664,-12.886,-101.2,3.6608,10.774,2.4597,-0.0023828,-2.229e-05
36,0.72,-0.003912,-0.018931,-0.017407,-0.018457,-0.017646,-0.01971,-0.013192,-0.00059646,-0.018737,-0.021212,0.0053618,0.0055692,-0.00068135,-0.0052059,-0.0028358,-0.0027581,-0.0012058,-0.0093971,-0.014674,-0.017521,-0.020012,-0.023455,-0.022981,-4.8509,1.8563,-4.7407,-13.331,-102.46,3.0037,11.142,3.0362,-0.0053175,-0.0037921
37,0.74,-0.011144,-0.014395,-0.01951,-0.019314,-0.021634,-0.016094,-0.0082291,-0.0074283,-0.014898,-0.024706,0.0048629,-0.0021901,-0.0084098,-0.0010886,0.00063377,-0.00096846,-0.002648,-0.0078469,-0.015748,-0.01781,-0.02327,-0.025124,-0.0227,-5.6923,1.505,-5.6076,-14.786,-104.91,1.6454,10.493,0.28844,-0.0041588,-0.0040565
38,0.76,-0.014507,-0.0066568,-0.017347,-0.025791,-0.024151,-0.012952,-0.0097814,-0.01257,-0.0069943,-0.025859,0.00087078,-0.010459,-0.010501,-0.00032149,0.00051459,-0.0016394,-0.005137,0.00027333,0.00405,0.00077439,0.0032432,0.0039132,0.0021533,-5.4171,0.78882,-5.5649,-15.04,-105.8,1.6085,10.566,2.8459,9.0708e-06,-0.001342
39,0.78,-0.011953,0.0020609,-0.010437,-0.029819,-0.022889,-0.013175,-0.013942,-0.014347,0.0020955,-0.022523,-0.0050253,-0.011249,-0.0099291,-0.0016914,0.00032023,-0.0033641,-0.0028813,0.0065256,0.013295,0.013755,0.021684,0.022023,0.018737,-4.5209,1.0004,-4.2515,-13.819,-104.28,2.4615,11.068,1.2134,0.0030084,0.0017774
40,0.8,-0.010056,0.011424,-0.004619,-0.022077,-0.019343,-0.014539,-0.01451,-0.013748,0.011479,-0.019805,-0.0065029,-0.0095796,-0.0086299,-0.003599,7.9602e-05,-8.9513e-06,-0.0012193,0.0079546,0.0079845,0.010743,0.015032,0.013243,0.014123,-3.3917,1.2217,-2.3923,-11.635,-102.4,2.6261,11.341,3.5232,0.004539,0.0041765
41,0.82,-0.011473,0.020121,0.0034058,-0.0084162,-0.016639,-0.016808,-0.013322,-0.01326,0.021379,-0.018103,-0.0023108,-0.0067698,-0.007387,-0.0050802,-0.00022098,0.0033526,0.0014855,0.0020912,0.0013079,-0.00076111,-0.0031769,-0.0050967,-0.0027847,-2.6991,-0.23726,-1.3462,-9.4504,-101.18,2.4552,11.253,3.7533,0.0031965,0.0022875
42,0.84,-0.015757,0.028355,0.018418,0.0022876,-0.013102,-0.019042,-0.015262,-0.015463,0.029771,-0.01335,0.00042013,-0.0031009,-0.004512,-0.0061564,-0.0027423,0.001553,0.0052313,-0.0056645,-0.0073516,-0.0099473,-0.015257,-0.014822,-0.016563,-1.9656,-2.1158,-1.1824,-7.2137,-100.76,1.6212,10.115,2.8898,-0.00090923,-0.0030095
43,0.86,-0.019082,0.03495,0.034254,0.010215,-0.0080181,-0.018554,-0.021264,-0.01631,0.035273,-0.0080607,0.0021696,0.0010173,-0.0022406,-0.0060171,-0.0072498,-0.00095124,0.0079443,-0.005802,-0.0081618,-0.0045264,-0.002395,-0.0025612,-0.0056246,-0.40688,-3.5335,-0.2369,-5.0268,-100.06,1.6954,8.918,5.559,-0.0038428,-0.0059775
44,0.88,-0.023769,0.038993,0.043562,0.019547,-0.004104,-0.015465,-0.024424,-0.0208,0.039538,-0.0022598,0.0067314,0.0061851,-0.0023074,-0.0051973,-0.00833,-0.0025261,0.0096428,-0.0025485,-0.00070881,0.0024116,0.0089483,0.0060407,0.0050899,0.94228,-3.651,1.7171,-2.3374,-97.052,2.5362,8.9621,4.5645,-0.0032434,-0.0057655
45,0.9,-0.031163,0.038757,0.046165,0.030274,0.0021029,-0.011996,-0.019967,-0.02915,0.03725,0.0062946,0.010414,0.01052,-0.0011641,-0.005183,-0.0036535,-0.0010191,0.0043002,-0.00029747,0.001651,0.00060039,0.0012958,-0.0010518,-0.0020232,2.6099,-2.9848,3.7697,0.47546,-93.624,3.6702,9.369,8.8942,0.00038107,-0.0010506
46,0.92,-0.033682,0.032179,0.042503,0.039892,0.011375,-0.0072198,-0.017669,-0.03239,0.029282,0.01461,0.0099556,0.012277,0.0018464,-0.0034213,0.0008005,0.00088444,-0.0036129,0.0042122,0.00050345,0.0022228,-0.00072326,0.00010257,-0.0022448,3.5838,-3.0091,4.472,2.0717,-92.031,3.9577,9.4967,8.0942,0.0046561,0.0048272
47,0.94,-0.030061,0.021954,0.033862,0.042645,0.020706,-0.0024753,-0.020509,-0.03198,0.020921,0.021823,0.0053508,0.0087687,0.0077449,-0.00057311,0.0030547,-0.00066576,-0.0070536,0.0056698,0.0032348,0.0069476,0.0051747,0.0072011,0.005537,3.6206,-3.4729,3.47,2.4883,-92.008,2.5994,8.2218,8.088,0.0042766,0.00399
48,0.96,-0.025765,0.014633,0.0231,0.038552,0.030203,-0.00088805,-0.02022,-0.030596,0.014933,0.030087,-0.00043979,0.0044164,0.010627,0.0054723,0.0010065,-0.0047552,-0.0086886,0.0017459,0.0083626,0.010967,0.014283,0.013475,0.01376,3.2711,-4.1618,2.7704,3.2058,-91.547,0.91683,6.7403,7.9438,0.00056668,-0.00080177
49,0.98,-0.022465,0.018215,0.013637,0.034007,0.035864,0.002803,-0.01536,-0.025509,0.019903,0.035309,-0.0049393,0.001261,0.0084411,0.013138,-0.0010414,-0.007438,-0.0087258,-0.0018543,0.0020386,0.0063976,0.011054,0.0091554,0.0082626,3.9824,-4.0825,3.4537,5.1905,-89.425,-0.80425,6.9257,5.4778,-0.001565,-0.0039079
50,1.0,-0.016574,0.027724,0.015472,0.026089,0.035774,0.011527,-0.0089136,-0.017117,0.029559,0.034171,-0.0058588,-0.0026427,0.0079828,0.013929,0.0038822,-0.0075261,-0.0079282,-0.0048073,-0.011134,-0.0094893,-0.01282,-0.012111,-0.013211,5.7307,-3.0891,5.05,7.4734,-87.402,-1.6183,7.4105,8.1841,-0.0010325,-0.0029271
51,1.02,-0.0061085,0.037126,0.027171,0.015331,0.02806,0.01929,6.8819e-05,-0.0065799,0.037629,0.026014,-0.0030115,-0.006706,0.0080344,0.011318,0.0081246,-0.0037084,-0.009594,-0.0036012,-0.0072354,-0.011806,-0.019,-0.016029,-0.014705,6.912,-2.635,6.1292,9.1955,-86.049,-2.0024,7.3318,6.0589,0.0014122,0.00010484
52,1.04,0.0050907,0.044236,0.038574,0.011842,0.012216,0.020376,0.012337,0.0021162,0.043475,0.012719,-0.00013552,-0.0065862,0.0045664,0.0080413,0.0063274,0.00091005,-0.013005,0.0014573,0.003214,0.002058,0.00043318,0.00124,0.0032252,7.5879,-3.0536,6.0718,10.888,-84.945,-3.4024,6.4062,8.0709,0.0015717,8.7098e-05
53,1.06,0.019202,0.04794,0.043542,0.0174,-0.0017182,0.014771,0.023792,0.013694,0.046139,0.0017844,0.0038417,0.0016887,-0.002018,0.0039642,0.0034857,0.00030383,-0.0095615,0.0051146,0.006324,0.012505,0.018986,0.018138,0.018363,8.0794,-3.7183,6.2548,13.32,-83.215,-5.4656,5.0984,6.9832,0.0016352,-0.00039946
54,1.08,0.038453,0.048826,0.04493,0.024147,-0.0053861,0.009709,0.029541,0.033847,0.047141,0.00025078,0.0048584,0.0097551,-0.0071064,-0.0017772,0.002342,-0.0016314,-0.0015363,0.005147,0.0086528,0.012729,0.019129,0.020466,0.020705,9.6593,-4.1831,7.2555,16.516,-79.806,-7.5781,4.7055,6.0691,0.0044918,0.0014769
55,1.1,0.054954,0.042907,0.045873,0.024185,0.0018573,0.006936,0.031025,0.05494,0.041505,0.0068056,0.00051967,0.0080807,-0.0056627,-0.0078704,8.0419e-05,0.0022371,0.005217,-0.00010261,0.00037059,-0.0011886,-0.0068757,-0.0050236,-0.0011969,11.321,-3.8738,9.1725,19.829,-76.503,-8.7967,5.8028,7.9738,0.0034652,0.00066587
56,1.12,0.064727,0.036367,0.039706,0.026917,0.012695,0.0089741,0.032055,0.066654,0.035527,0.015259,-0.0025079,-0.0010045,0.0011443,-0.012066,-0.0056716,0.0080005,0.009665,-0.0056409,-0.012146,-0.012348,-0.021598,-0.0217,-0.016742,11.841,-3.8492,10.438,21.821,-74.86,-10.037,6.3724,4.9788,-0.00062712,-0.0029425
57,1.14,0.064619,0.027486,0.029184,0.03076,0.020817,0.019674,0.035713,0.060989,0.028302,0.023175,-0.0045832,-0.009282,0.0028872,-0.011645,-0.011186,0.0083206,0.013227,-0.007716,-0.012599,-0.010314,-0.01085,-0.012695,-0.010103,12.082,-4.7646,10.209,22.535,-74.933,-12.159,5.5885,6.6481,-0.0031162,-0.0052054
58,1.16,0.050027,0.0087097,0.018493,0.027434,0.029111,0.035545,0.043586,0.043036,0.010525,0.030744,-0.0058418,-0.010582,-0.0068743,-0.0068753,-0.010097,0.0032662,0.015924,-0.0032016,-0.0025477,-0.001385,7.3016e-05,0.00015081,0.00084084,12.225,-5.3118,9.8085,22.94,-75.209,-13.551,4.8971,4.1757,-0.001432,-0.0027063
59,1.18,0.037881,-0.015893,0.0049548,0.024589,0.039553,0.054649,0.047685,0.031673,-0.014807,0.039702,-0.0054034,-0.0064485,-0.016494,-0.0041034,-0.00070466,0.00077356,0.013135,0.0065845,0.0079484,0.011556,0.0092842,0.013024,0.014354,12.626,-4.9157,9.9128,23.619,-74.464,-14.168,4.5376,4.8588,0.0020549,0.003337
60,1.2,0.037378,-0.037759,-0.014553,0.02305,0.053483,0.068077,0.046619,0.029803,-0.037485,0.055883,-0.0044911,-0.0050923,-0.018613,-0.0059281,0.0076717,0.0050078,0.0014117,0.0072966,0.0052908,0.010804,0.0063369,0.010639,0.014514,13.123,-3.4761,10.624,24.741,-71.426,-14.605,5.0585,5.6131,0.0027051,0.0058712
61,1.22,0.040607,-0.05084,-0.038212,0.019113,0.068519,0.067201,0.048988,0.034283,-0.051196,0.072829,-0.0018397,-0.00879,-0.013661,-0.0092908,0.010232,0.011007,-0.010741,0.00072437,-0.0021007,-0.00097506,-0.0030545,0.00032616,0.0030742,13.068,-2.2668,10.716,25.551,-64.914,-14.567,5.1959,4.3671,0.0013907,0.0042016
62,1.24,0.048802,-0.043055,-0.055172,0.013164,0.074382,0.06294,0.051267,0.047207,-0.043486,0.077785,0.0013752,-0.01049,-0.0072293,-0.0077469,0.0098145,0.0084458,-0.011983,-6.3654e-05,-0.0031915,-0.0030197,-0.0056034,-0.0020745,-0.00085952,13.09,-2.7193,9.6881,26.426,-59.338,-14.961,3.8515,7.1797,-0.00062364,0.001528
63,1.26,0.060926,-0.017761,-0.043037,0.00069864,0.063853,0.063471,0.054914,0.061314,-0.018435,0.06518,0.0025582,-0.0041465,-0.0042859,0.00037102,0.0048296,-0.00032232,-0.0035356,-0.0017249,-0.0054796,-0.0028451,-0.0094643,-0.0057782,-0.0016705,13.483,-4.0944,9.4713,28.555,-56.536,-15.388,2.2375,5.4663,-0.0030814,-0.0026365
64,1.28,0.06983,0.0011924,-0.0025982,-0.0081107,0.037747,0.064244,0.064868,0.070954,0.00062523,0.036347,0.00092588,0.006302,-0.00021008,0.0069875,-0.0037445,-0.0060048,0.0037008,-0.0050198,-0.0050406,-0.0051234,-0.0098784,-0.0075223,-0.00083982,14.956,-4.8932,11.075,31.743,-54.325,-14.282,1.5476,9.0967,-0.0032148,-0.0033703
65,1.3,0.079272,0.0080218,0.027061,0.0015821,0.0031609,0.059671,0.077715,0.079865,0.0072601,0.0031698,0.0019143,0.0093404,0.010241,0.0058759,-0.0084542,-0.0059354,0.0024798,-0.0023288,-6.9283e-05,-0.002386,-0.002669,-0.0016334,0.0027768,16.736,-4.5463,12.697,34.136,-52.212,-12.552,1.6397,10.371,-0.0020811,-0.0012801
66,1.32,0.088538,0.010605,0.030544,0.019704,-0.015629,0.041085,0.089416,0.088988,0.0088138,-0.012579,0.0072029,0.0079832,0.020847,0.0005805,-0.0065427,-0.0016831,-0.0060636,0.00096865,-0.00087678,-0.0014578,-0.0018137,-0.0018366,0.0024782,16.48,-3.8271,13.328,35.199,-50.204,-11.238,1.8165,12.288,0.00086483,0.00060255
67,1.34,0.10092,0.015806,0.023821,0.024641,-0.0049404,0.021284,0.081259,0.1065,0.014889,-0.0035153,0.0092581,0.015385,0.018884,0.0012743,-0.0010262,0.0013608,-0.011838,0.00042656,-4.493e-05,0.00012828,-0.0028039,-0.0020633,0.006238,15.667,-4.1114,12.98,35.285,-50.235,-10.818,1.154,14.279,0.002987,0.00185
68,1.36,0.11577,0.025241,0.016729,0.01453,0.020593,0.017374,0.055187,0.12419,0.026208,0.017951,0.0049809,0.022815,0.009387,0.0064567,0.0041902,-0.0030196,-0.011396,-0.0019162,0.0016758,0.00059031,-0.0015771,-0.001,0.0083927,14.982,-5.8419,11.956,34.549,-52.091,-11.921,0.50326,10.692,0.00026604,-0.0013374
