,Time [s],A10,A1,A2,A3,A4,A5,A6,A7,A8,A9,AY1,AY2,AY3,AY4,AY5,AY6,AY7,AZ2,AZ3,AZ4,AZ5,AZ6,AZ7,E11,E12,E13,E14,E15,E16,E17,E18,R1,R2
42,0.84,-0.01023,0.01177,0.010914,0.00090475,0.00051808,0.0019514,-0.0028867,-0.0072528,0.010607,0.0025886,0.0063574,0.0088769,0.0034473,0.0046723,-0.0017412,-0.0068931,-0.0006229,0.00041547,0.0017759,0.00051993,0.0013785,0.0020618,-0.00083309,-0.18801,-0.73026,0.63977,1.1111,4.4897,1.5531,0.57614,3.0195,0.0022335,0.0015842
43,0.86,-0.0116,0.010151,0.012178,0.0069067,0.001214,0.0016258,-0.0032441,-0.010714,0.010596,0.0028586,0.0035366,0.01166,0.0092352,0.00035507,-0.0059095,-0.0063361,-0.0014168,0.0015838,0.00019537,0.002147,0.0040798,0.0040263,0.0049099,-0.80477,-2.3238,-0.035958,1.0872,2.9122,1.0203,-0.21663,-0.56952,0.0015973,0.0010938
44,0.88,-0.0093687,0.0098185,0.010628,0.01212,0.0044145,-0.00041027,-0.0038373,-0.0091463,0.010193,0.0048062,-0.00015424,0.0097331,0.013386,-0.003374,-0.0073382,-0.003848,-0.006384,0.0026682,0.0039344,0.0049388,0.0042056,0.0034413,0.0044077,-0.52408,-2.4667,0.65122,1.5873,2.2845,0.83008,0.14547,-0.14817,0.0016398,0.00099595
45,0.9,-0.0069473,0.010138,0.011323,0.015114,0.0098395,-0.002285,-0.0057525,-0.0058261,0.010786,0.0085436,-0.0025583,0.0050128,0.012025,-0.0032368,-0.0063551,-0.0048156,-0.0098836,-0.00066579,0.0020569,0.0018327,-0.00022073,0.00013699,-0.0021064,-0.064029,-1.9049,1.8783,2.6929,2.2024,0.99884,1.7452,0.055388,0.00041077,-0.00050064
46,0.92,-0.0044928,0.0087411,0.013293,0.016149,0.013073,-0.0013486,-0.0072964,-0.004727,0.010004,0.011679,-0.0011944,0.0012802,0.0042921,0.001832,-0.0036797,-0.0091244,-0.0085742,-0.0015519,-0.0025564,-0.00041532,-0.00016372,0.00066652,0.00018517,0.31117,-2.153,2.7496,3.0723,1.3082,0.25822,3.0262,-2.4326,-0.00021061,-0.0011791
47,0.94,-0.006167,0.0073443,0.013311,0.015547,0.01129,0.0018151,-0.004958,-0.0060432,0.0078875,0.0099062,0.00064449,-0.0025763,-0.0055152,0.005524,-0.0014208,-0.01104,-0.00823,0.00086543,-0.0012086,0.0006745,0.0020668,0.0013134,0.0031077,-0.17494,-3.2528,1.6768,2.3632,-0.71537,-1.7244,2.4083,-2.0136,0.00055667,0.00023185
48,0.96,-0.0099237,0.0050631,0.010282,0.013129,0.0084343,0.0043594,0.0011129,-0.0083299,0.0051799,0.0073799,-0.00078249,-0.0076003,-0.01029,0.0024448,-0.00077608,-0.0083069,-0.012008,0.00083822,0.00098776,1.9417e-05,-0.00047486,-0.0021003,-0.0018328,-1.0041,-4.2168,-0.041908,1.4406,-3.139,-3.392,1.632,-6.8717,-0.0004583,5.467e-05
49,0.98,-0.0066234,0.0054424,0.006481,0.009699,0.0079026,0.0071789,0.0036234,-0.0053489,0.0052826,0.0069894,-0.0037427,-0.010647,-0.0094516,-0.0052058,-0.00088575,-0.0041615,-0.015322,-0.0009601,-0.0017161,-0.0013339,-0.0013698,-0.0015125,-0.0022259,-1.0839,-3.8822,0.29799,1.3776,-3.8253,-3.6994,2.1175,-5.5176,-0.00058126,-0.0010607
50,1.0,0.00073411,0.010121,0.0039996,0.0044037,0.0095896,0.0077301,0.0025925,0.0012648,0.0098618,0.0083762,-0.0048873,-0.010742,-0.0085549,-0.011311,-0.003256,-0.0027454,-0.012359,-0.00092549,-0.0034453,-0.0011849,-0.0013015,0.00024584,0.0011008,-0.47089,-2.244,1.5803,2.2011,-2.9765,-2.961,3.6077,-5.6302,-0.00066464,-0.00062447
51,1.02,0.0070767,0.016725,0.0042786,-0.0013827,0.009332,0.0063957,0.0049761,0.0072299,0.016236,0.00874,-0.0023148,-0.0069381,-0.0099513,-0.012189,-0.0068461,-0.005631,-0.0048303,0.0024027,0.0036081,0.0033447,0.0028288,0.0028067,0.0037231,0.49077,-1.5161,2.2142,3.0583,-2.0165,-2.7781,3.9497,-5.6441,0.0013658,0.0014758
52,1.04,0.010992,0.019714,0.010021,-0.0014436,0.0031134,0.0063957,0.0090241,0.011667,0.019469,0.0038643,3.6907e-05,-0.0013794,-0.012162,-0.011273,-0.012567,-0.0088657,0.0025708,0.0039444,0.0055217,0.0055747,0.0065257,0.0045515,0.0051272,0.44998,-2.8146,1.8821,3.8347,-2.2957,-3.8486,3.038,-4.7806,0.0033864,0.0019101
53,1.06,0.012587,0.016851,0.016372,0.0048534,-0.0036925,0.0065474,0.012224,0.013555,0.016967,-0.0038568,-0.0014176,0.00080561,-0.01161,-0.013641,-0.017185,-0.0089782,0.0054512,0.00062768,-0.0010978,0.0018721,0.0025323,0.0020563,0.0039782,-0.0028749,-4.8317,0.85624,4.2862,-3.3895,-5.5063,1.7172,-8.7369,0.0012337,-0.0001328
54,1.08,0.016257,0.014016,0.01909,0.009827,-0.0048662,0.0053134,0.015187,0.017789,0.013835,-0.0062661,-0.0012478,-0.0025701,-0.0058232,-0.019437,-0.016246,-0.0063728,0.00015066,-0.0014116,-0.0021095,-0.0019462,-0.0031057,-0.00261,-0.0011186,0.38453,-5.3797,1.2457,5.0396,-3.3046,-5.8845,1.435,-6.5631,0.00075809,-0.00029703
55,1.1,0.020768,0.0093968,0.016726,0.011732,4.7209e-05,0.0033329,0.015108,0.022291,0.0093315,-0.0013119,-0.00069295,-0.0051851,-0.0043703,-0.019062,-0.013649,-0.0043393,-0.008635,-0.0016304,-0.0021516,-0.0039206,-0.0070691,-0.0075388,-0.0074676,1.1621,-4.1275,2.8642,6.3099,-2.1647,-4.6068,2.5872,-7.6272,0.00016865,-0.0004217
56,1.12,0.024108,0.0030756,0.0092563,0.013203,0.0086928,0.0039161,0.012348,0.023932,0.0028403,0.0072844,-0.0015575,-0.0026317,-0.0089972,-0.012018,-0.010308,-0.0076177,-0.013073,-0.00099014,-0.0023122,-0.00034731,-0.00088599,-0.0020448,0.00010647,1.4026,-3.3645,3.4051,6.6172,-1.3414,-4.0287,3.3321,-6.2237,-0.00045871,-0.00075303
57,1.14,0.021085,0.0019749,1.3427e-05,0.012254,0.01587,0.0086126,0.011178,0.020517,0.0020786,0.014598,-0.0014401,-0.0027576,-0.011602,-0.0054718,-0.0056656,-0.014126,-0.013036,0.0011695,0.00095025,0.0042316,0.0070996,0.0066683,0.010036,1.3229,-3.7386,2.7219,6.232,-1.8307,-5.1073,2.7391,-5.9066,0.0020166,0.00064154
58,1.16,0.0092602,0.0019694,-0.0036401,0.0069145,0.020998,0.016167,0.013688,0.01046,0.002488,0.01986,-0.0037852,-0.0073059,-0.0095769,-0.0022556,-0.0049748,-0.016025,-0.016563,0.0033778,0.0040108,0.003997,0.0042398,0.0050803,0.0053782,1.0391,-5.2444,1.8348,6.4645,-3.0472,-6.465,1.4094,-8.9859,0.0027741,0.0016412
59,1.18,0.00066605,-0.00061396,-0.00031643,0.0036775,0.022086,0.025788,0.016074,0.0033968,4.5355e-05,0.021254,-0.0073529,-0.010111,-0.0030378,-0.0021766,-0.0073873,-0.012292,-0.022018,0.0019751,0.0018375,0.0019829,0.00033053,0.00063836,0.00098214,0.96918,-5.8196,1.6263,6.9886,-2.3571,-6.5306,1.1593,-6.6684,0.00013837,0.00062979
60,1.2,0.00011196,-0.0035108,0.0021455,0.0065298,0.019901,0.032163,0.016912,0.0027572,-0.0026198,0.019283,-0.0059502,-0.0091973,0.0022608,-0.0037167,-0.0083873,-0.01087,-0.022768,-0.0025155,-0.0049799,-0.0029714,-0.0051458,-0.0056353,-0.0021763,2.1606,-4.1565,3.1841,7.8826,-0.35459,-5.4758,2.0013,-7.9524,-0.00090627,7.9255e-05
61,1.22,0.003439,-0.0058743,-0.00019348,0.0092064,0.019657,0.026603,0.019531,0.0056911,-0.0059398,0.019878,-0.0020903,-0.0021865,0.00014676,-0.0040943,-0.0071989,-0.014222,-0.019918,-0.00095146,-0.0026508,-0.0026105,-0.0036949,-0.0035424,-0.0020888,2.7467,-2.9645,4.4596,8.7494,1.1446,-4.0841,2.5873,-4.4994,0.00094723,0.0009986
62,1.24,0.014042,-0.0067583,-0.0032536,0.011188,0.018968,0.015705,0.018616,0.016528,-0.0073793,0.020664,-0.0018289,0.0056565,-0.0040778,-0.0027402,-0.0079068,-0.017627,-0.015685,0.004386,0.0054633,0.0060415,0.0063293,0.0069746,0.0065908,2.6826,-3.4151,3.489,8.4348,1.0822,-4.6177,1.9387,-5.144,0.003291,0.0024695
63,1.26,0.028757,-0.005777,-0.0016879,0.012005,0.015682,0.0093852,0.014553,0.030963,-0.0058632,0.016667,-0.0042439,0.0052849,-0.0014415,-0.0062429,-0.011736,-0.015654,-0.01344,0.0034619,0.0041255,0.0076859,0.0094263,0.0092463,0.011331,2.238,-4.5075,1.8182,7.5057,-0.2803,-6.9663,0.71948,-7.7193,0.0033085,0.0025115
64,1.28,0.033945,-0.0035458,0.0026962,0.0092271,0.010742,0.0077898,0.016642,0.03525,-0.0034012,0.010616,-0.0048589,-0.002391,0.00285,-0.011155,-0.014574,-0.0099288,-0.013084,0.00029663,-0.00046995,0.00082855,0.002235,0.00091352,0.0044678,1.3907,-4.7959,1.4415,6.9817,-0.94043,-7.6566,0.68227,-6.4325,0.00096397,0.00071116
65,1.3,0.028406,-0.0036403,0.0040264,0.0049739,0.0038471,0.010985,0.023764,0.031024,-0.0028514,0.0025059,-0.0034274,-0.0084622,-0.0011667,-0.010341,-0.013459,-0.0074516,-0.011511,-0.0024535,-0.0036133,-0.0049934,-0.0076652,-0.008516,-0.0073969,1.4664,-3.5465,2.0285,6.5795,-0.30772,-6.793,1.9001,-8.7512,-0.0027419,-0.002294
